id_cliente,id_atendimento,nota_nps,data_pesquisa
3496,2792,4,2024-09-22 10:11:24
4260,16353,8,2023-08-13 06:19:45
428,9920,10,2023-01-15 08:31:24
2850,19950,9,2023-05-20 06:35:30
2536,15549,10,2025-11-20 12:06:03
4786,1327,6,2023-01-21 21:25:39
1914,13843,10,2023-10-07 06:34:27
2709,10528,4,2024-06-06 08:21:17
4663,8586,6,2024-07-15 14:49:33
3124,916,9,2023-03-20 01:07:08
4744,17982,2,2024-03-23 19:09:10
333,8779,10,2025-10-25 15:00:25
1476,1651,8,2025-09-12 03:33:08
3199,11623,3,2025-10-23 09:37:36
2448,13101,9,2023-05-03 19:53:04
2355,7604,10,2024-08-18 21:17:51
1205,5223,0,2023-04-19 17:57:26
634,15645,10,2023-02-08 08:16:31
4208,436,10,2025-02-18 18:18:11
1111,6690,7,2025-12-27 23:55:58
3159,17499,9,2024-04-12 14:43:17
3974,14096,9,2024-06-20 16:08:44
4927,13499,9,2023-05-24 11:37:06
1165,18174,7,2025-04-21 21:29:54
4402,2563,6,2023-11-23 16:23:14
3311,18750,6,2023-11-08 20:49:53
3267,19036,8,2023-12-08 21:55:42
1405,3199,10,2024-10-13 11:51:50
2637,15017,9,2023-04-18 09:50:52
954,17077,10,2025-09-30 19:12:26
1320,18981,6,2025-06-30 13:05:36
3069,15890,10,2023-02-10 08:01:00
3643,19989,10,2025-01-24 17:16:07
2242,5663,10,2024-05-14 08:58:25
4292,7628,8,2023-10-03 17:11:40
3763,532,7,2025-06-12 06:13:45
3401,19823,6,2024-06-26 08:30:20
4517,17820,5,2025-07-19 10:53:54
3918,6600,5,2024-05-26 19:52:36
4759,11132,10,2025-08-25 15:41:52
3398,6316,8,2023-03-18 16:22:35
3837,12515,10,2024-06-09 15:19:22
3994,16836,9,2023-06-22 09:31:21
1485,13963,9,2025-06-24 17:27:42
3129,15006,8,2025-07-31 15:30:40
4528,15537,10,2023-02-07 00:39:34
5,11007,10,2023-02-13 22:15:14
4690,5029,4,2023-08-10 19:50:10
87,281,10,2023-03-20 19:08:28
2429,11818,10,2023-05-28 00:21:00
851,5929,8,2023-06-01 14:52:07
3141,7837,10,2023-01-20 22:52:40
2660,18324,8,2023-07-17 01:27:16
3504,18079,6,2025-08-25 19:49:22
2934,1644,6,2025-03-18 13:13:17
1206,1890,9,2025-10-17 05:47:20
1886,12682,6,2023-12-13 12:22:29
4335,12135,8,2024-06-19 00:54:33
1339,12590,8,2025-05-26 08:56:13
380,3595,5,2024-10-15 15:52:29
4054,2997,4,2025-04-01 09:47:09
1328,4502,8,2024-09-20 08:20:16
1762,10994,6,2025-03-20 19:50:39
3173,18584,9,2023-10-23 23:36:27
4650,3194,10,2023-08-30 19:41:51
3150,5993,8,2023-09-25 19:30:15
2803,18957,10,2024-07-18 21:58:32
2611,12737,2,2025-06-22 19:41:07
2770,18283,7,2023-01-11 09:30:19
816,10127,8,2023-11-22 10:20:58
3271,16939,9,2024-09-03 09:10:21
4793,576,9,2025-12-20 22:15:20
578,8232,9,2023-03-07 12:39:57
3499,1353,4,2023-07-11 07:44:26
2648,3903,9,2025-08-30 02:27:09
1415,16964,10,2025-08-16 16:41:36
4898,12161,9,2025-07-13 18:00:26
564,4155,9,2023-04-23 04:50:46
1678,7647,4,2023-09-11 01:34:59
4313,11682,6,2023-03-19 23:50:22
535,506,10,2023-11-30 04:16:48
3901,2858,2,2024-04-04 18:52:25
1875,7853,10,2025-07-02 14:56:19
1629,1433,10,2023-05-04 22:38:01
3105,4555,9,2025-12-01 15:27:51
258,12963,7,2025-01-21 14:39:43
2231,9815,10,2024-10-13 00:53:32
1918,9596,9,2025-09-17 13:03:11
3315,16346,9,2023-04-09 11:48:21
3383,8424,10,2025-03-13 00:29:36
3622,3372,1,2024-01-11 10:27:24
655,4368,8,2023-06-22 05:37:26
81,7110,8,2023-05-23 18:39:54
279,14550,10,2024-09-05 12:58:56
2721,19389,7,2025-10-06 18:46:22
1463,611,10,2024-01-04 12:52:19
2846,13539,10,2025-09-05 15:17:27
3429,8408,2,2025-10-01 18:48:45
3151,19665,9,2023-11-05 06:18:51
581,18689,9,2023-02-11 22:20:35
4806,10012,10,2023-12-19 16:19:48
3513,9252,7,2024-10-24 08:56:10
3254,14260,3,2023-11-13 23:01:40
3047,18648,10,2024-04-03 20:22:55
3883,17513,7,2024-01-17 04:15:18
1405,10591,5,2023-03-14 11:10:36
234,3449,9,2024-01-05 03:27:16
3251,14018,9,2024-07-26 03:23:23
73,4801,10,2025-01-28 02:29:48
1438,9937,10,2024-09-05 19:02:56
2093,13813,10,2025-04-22 15:03:36
4268,10295,10,2024-04-16 05:54:17
3287,6166,10,2023-04-30 02:15:40
3992,17378,6,2023-06-10 01:13:42
3857,19603,1,2023-02-26 09:13:14
554,12591,10,2023-07-13 05:25:18
3104,17069,10,2024-12-08 00:23:18
4621,3945,9,2025-09-03 23:25:09
1241,8469,8,2023-03-29 14:14:32
2916,4309,10,2023-05-25 06:18:41
120,2920,10,2024-05-05 13:42:50
272,3502,9,2025-09-09 10:08:10
3011,13873,6,2023-06-12 09:12:52
655,4661,9,2025-08-16 21:23:38
1691,13421,7,2025-05-15 11:37:59
1198,17111,9,2025-09-14 13:53:07
4037,17491,10,2024-01-28 14:06:07
2386,10802,10,2025-05-13 06:25:04
745,8531,8,2024-12-30 20:32:12
634,449,7,2024-04-09 20:25:21
481,10318,10,2024-01-27 14:37:30
3916,8624,8,2025-12-12 10:14:04
2247,11256,6,2023-01-24 11:12:04
4240,14929,10,2024-11-07 16:58:33
4489,11097,6,2025-01-02 18:08:01
4639,16665,2,2023-08-01 23:53:36
4549,14079,9,2024-07-23 18:37:17
1709,13276,10,2023-09-26 03:20:28
1959,8215,10,2025-10-25 16:06:17
3545,5548,9,2025-10-12 22:42:38
4269,1128,10,2025-05-12 11:34:22
3386,17114,9,2025-02-04 20:10:29
2692,4408,7,2023-03-15 04:34:07
4249,1800,9,2023-06-19 02:00:32
425,6435,9,2025-06-04 23:16:50
2552,18956,10,2024-07-09 02:54:08
1745,7525,7,2025-11-24 00:13:43
2508,19390,7,2025-07-13 06:57:08
1482,10661,7,2024-04-23 21:44:52
1177,5016,10,2025-10-05 20:07:27
1421,6025,8,2024-08-20 08:20:31
3499,12587,9,2023-10-22 06:07:12
1363,3442,10,2023-12-13 15:01:59
439,9086,9,2024-05-15 03:51:39
2089,13953,8,2025-09-11 05:05:51
4640,13523,10,2025-08-09 02:07:49
1110,4385,6,2023-07-04 15:16:03
613,4289,5,2023-01-29 08:35:07
1375,13921,8,2024-12-20 11:20:05
3148,11026,9,2024-09-18 16:19:43
2746,14969,5,2023-01-31 12:49:25
4151,11742,7,2023-01-25 13:53:53
955,12114,8,2023-09-17 17:50:32
1710,3261,10,2024-07-21 21:29:18
4766,14975,7,2023-05-11 01:08:54
3440,14765,9,2023-12-27 06:43:10
130,6481,5,2024-04-28 01:43:46
805,7576,1,2023-07-19 22:12:46
1787,8689,10,2025-06-19 20:18:41
1612,15662,10,2023-07-25 13:34:12
254,5071,10,2023-10-29 11:53:19
3645,10248,9,2025-01-23 20:58:28
3579,2948,10,2025-07-03 03:03:56
3456,2841,3,2023-12-29 20:53:40
2569,8123,10,2025-08-06 18:54:19
2067,11498,10,2024-02-24 11:00:38
184,8411,9,2025-04-07 18:29:17
584,178,9,2025-03-11 06:25:27
836,7817,10,2023-01-30 05:22:05
2062,12377,10,2023-03-27 15:25:32
4163,14194,4,2025-01-28 02:52:05
655,11667,10,2025-01-24 11:24:16
671,8942,9,2023-07-26 18:20:10
4910,4082,5,2024-10-18 12:26:32
2708,1512,10,2024-08-22 17:58:10
4333,7415,10,2023-10-17 09:59:33
4545,9346,10,2024-12-26 13:40:26
1831,3943,8,2023-09-27 08:14:11
4328,17632,7,2023-01-09 01:57:37
3731,14347,9,2023-06-21 04:20:49
476,8486,1,2025-06-11 05:47:15
3846,19274,4,2025-09-09 19:47:27
3270,18345,9,2023-10-31 16:55:15
1755,7556,8,2025-10-07 04:32:50
2227,474,9,2023-05-19 03:40:38
3785,10090,8,2025-05-20 20:17:53
4503,18849,7,2024-02-27 00:39:00
1921,1847,10,2023-02-03 12:03:25
3973,13173,10,2023-01-06 14:48:30
1595,14843,8,2025-04-07 17:16:49
3029,7657,8,2024-03-01 18:02:05
405,19192,8,2024-09-08 16:25:32
807,16561,9,2025-10-25 20:44:24
4670,6308,10,2024-02-19 08:15:17
4306,19445,9,2023-05-11 08:25:19
942,1328,9,2025-08-17 18:32:45
4754,6791,7,2023-10-20 13:29:55
3381,3419,7,2025-05-16 06:54:13
205,11258,3,2023-08-07 08:12:13
4023,7039,8,2024-06-03 04:30:12
2118,6324,10,2024-04-04 02:58:25
1444,1682,10,2023-11-23 10:08:16
3561,1453,9,2023-11-16 06:01:54
976,776,10,2024-04-28 08:35:02
1620,2110,7,2025-08-19 01:31:48
906,11416,8,2023-04-21 17:36:23
1292,15297,9,2023-01-05 22:06:59
4830,10018,10,2023-05-24 16:02:52
3476,1366,10,2023-05-15 15:19:00
1313,9911,8,2023-10-28 13:33:39
1729,10159,5,2023-12-07 01:12:55
132,8145,8,2023-10-08 03:58:56
3039,8058,9,2025-05-30 15:56:34
4778,8115,8,2023-12-20 07:23:16
4843,12688,8,2025-11-05 00:40:35
786,300,9,2023-09-20 18:37:22
1850,1108,8,2025-08-06 03:55:42
2963,851,10,2024-11-29 01:47:54
3181,5450,10,2024-01-18 22:30:50
4293,8931,10,2023-06-28 07:27:57
3054,7473,7,2024-02-29 03:42:25
3633,7467,10,2023-03-22 10:41:05
4798,2247,7,2024-12-18 04:53:44
4354,16188,7,2024-06-18 10:25:40
2471,17867,8,2024-12-26 23:59:08
3880,3032,9,2023-03-09 20:59:12
3648,1609,9,2023-11-02 16:21:02
618,9913,4,2024-10-13 11:02:07
2728,5737,10,2024-11-23 23:43:41
511,9,10,2023-01-21 12:04:03
1649,13181,10,2023-09-29 10:47:56
3197,5972,2,2025-08-02 15:15:54
2852,19084,10,2024-02-25 02:09:17
295,4041,10,2025-12-27 23:47:32
2168,17902,10,2025-10-29 10:18:08
4282,12554,2,2023-01-25 18:56:21
2423,11520,8,2023-06-12 06:31:16
764,13190,10,2024-10-13 00:31:17
4353,15629,9,2024-11-09 20:57:10
3801,16259,8,2024-05-07 09:29:46
3514,5102,9,2025-05-18 16:17:43
4245,16278,10,2024-07-17 08:54:07
4318,15047,6,2025-06-08 13:19:53
4466,3098,9,2025-06-13 23:57:26
3124,9706,9,2025-02-16 08:15:11
685,18061,9,2023-07-08 17:51:35
3832,4788,10,2024-09-14 08:31:02
3845,13627,10,2025-02-17 22:41:28
2739,16787,8,2025-06-03 19:10:50
4217,14912,7,2025-10-12 06:40:48
749,16339,8,2023-04-11 00:28:00
3913,8974,10,2025-04-19 03:30:32
2082,8936,7,2025-09-08 15:52:48
3520,3658,9,2024-04-24 10:41:53
4349,3707,10,2024-11-24 19:57:19
4004,1191,8,2023-10-22 09:13:07
4313,11392,10,2023-05-12 17:36:26
3017,18219,10,2025-02-16 12:51:09
580,15313,9,2023-10-06 10:06:42
4179,14143,9,2024-02-07 18:00:34
4386,13070,9,2023-09-29 00:21:23
2744,9406,6,2025-11-30 15:39:26
728,5847,8,2024-02-27 01:05:40
2248,15825,8,2024-03-28 20:13:24
2049,13397,9,2024-07-17 19:45:49
224,9199,0,2024-01-15 01:25:37
1285,19543,9,2024-01-13 14:11:19
4202,7727,10,2023-12-16 09:21:19
4923,5736,2,2025-10-28 17:13:23
1335,18434,8,2025-05-05 21:12:01
1044,6445,10,2023-09-15 21:34:03
4049,10605,7,2024-09-25 05:36:05
612,10860,6,2025-11-15 22:45:57
1554,13507,9,2024-05-18 05:03:34
4796,5941,10,2025-02-15 21:22:17
3232,12297,10,2024-05-23 00:14:32
159,7507,9,2025-05-22 15:56:05
213,19548,6,2023-01-18 08:10:11
2207,6608,9,2025-06-12 11:27:03
1366,11193,9,2024-11-25 16:59:11
2044,11583,10,2024-09-30 14:49:57
3902,16150,10,2025-04-21 10:20:46
1555,2479,7,2025-01-06 13:10:37
4492,8937,10,2024-11-17 06:55:06
3669,13149,9,2025-12-02 08:08:12
3391,18594,9,2023-12-18 06:51:08
796,12701,9,2023-08-18 17:54:01
4292,6581,10,2023-09-22 15:28:51
1982,1809,7,2024-05-02 04:51:44
2725,7586,10,2025-04-23 09:04:46
3232,15572,9,2025-12-29 20:26:17
4455,16102,10,2024-05-23 10:48:34
2012,264,6,2024-03-21 18:24:43
3901,15819,8,2024-06-24 11:11:12
238,19271,9,2024-08-20 13:32:04
3457,8728,9,2024-08-20 19:49:49
4151,15453,7,2024-02-19 00:27:49
184,14295,10,2023-08-10 18:31:04
361,1572,7,2025-10-17 23:02:12
3393,12379,10,2023-08-07 16:21:27
2150,13472,9,2023-09-27 11:40:40
2009,6485,10,2023-12-30 21:51:51
4367,12571,9,2025-08-10 07:32:08
1685,10981,6,2025-03-17 02:44:44
2667,19841,5,2025-03-16 12:59:27
250,14312,8,2025-05-15 15:37:39
4799,1371,8,2024-04-18 02:02:58
2109,3091,8,2023-04-07 12:52:14
3145,5039,6,2023-10-30 19:27:48
4390,14507,5,2023-12-11 15:54:08
677,12834,10,2025-12-09 13:54:59
957,15725,9,2025-06-26 15:27:13
3012,15345,10,2025-08-05 16:04:13
4586,18492,8,2023-02-23 20:59:30
1022,16591,8,2023-03-29 19:14:40
1988,14959,10,2024-12-15 04:24:26
1086,18374,9,2025-04-29 22:40:50
4311,18138,7,2023-01-08 19:34:37
3109,16547,10,2024-11-17 14:29:10
885,17892,9,2024-03-26 22:07:57
4981,5550,10,2024-06-25 15:28:00
4408,9144,10,2023-07-07 00:08:04
2051,14203,10,2023-09-15 01:02:31
4151,13084,10,2023-07-27 21:41:33
1311,14104,4,2023-04-28 21:15:13
4031,10011,10,2025-12-10 07:51:43
2147,11452,9,2024-10-29 00:03:41
900,14670,10,2025-10-08 07:29:22
1056,15187,10,2024-09-29 07:38:22
3779,12971,10,2024-08-13 06:57:17
4590,19677,10,2025-03-01 18:52:00
192,1977,9,2023-11-16 16:03:02
1018,11150,9,2025-01-13 20:29:56
4940,1443,8,2023-07-01 04:57:11
1668,8675,9,2025-08-23 06:10:52
3298,7511,9,2025-06-08 18:21:30
3301,2310,9,2023-03-13 16:39:45
481,12246,6,2023-03-19 07:58:24
4446,1767,8,2024-10-24 02:03:40
4334,19577,8,2023-05-07 18:40:41
99,9396,8,2024-09-15 11:55:56
163,11648,9,2025-09-03 00:57:10
3244,1489,8,2025-12-02 10:51:43
1276,4908,5,2024-07-11 01:58:59
964,9647,6,2024-03-21 01:36:53
1119,7883,8,2025-07-20 08:13:55
1565,11897,9,2024-01-22 15:01:50
2498,7347,10,2023-03-23 05:43:10
2562,19789,2,2023-12-24 15:50:42
3779,7388,8,2023-03-26 04:35:23
2250,15174,10,2023-08-10 16:23:21
1642,9214,8,2024-05-03 23:51:39
2033,14404,9,2025-01-18 11:46:26
2290,4639,9,2024-08-22 01:46:52
4196,10053,10,2025-09-29 03:30:07
2377,19610,8,2023-01-16 14:05:31
4651,14828,3,2023-11-11 18:55:50
2981,14111,8,2025-10-16 04:50:34
4967,1656,6,2024-07-20 06:43:53
1224,9039,10,2025-06-21 21:01:06
2729,2862,7,2025-10-07 14:52:34
2225,5432,8,2024-10-02 18:08:28
2125,7564,9,2023-01-15 11:20:02
3574,2184,10,2023-09-26 11:49:09
2702,14776,10,2023-12-04 16:10:50
2402,7908,10,2025-05-16 06:49:52
2186,18757,10,2023-04-12 21:37:51
1058,6548,10,2025-11-21 22:57:01
4654,19703,8,2025-11-09 15:53:24
2116,16508,10,2023-01-09 20:20:27
4082,13558,6,2024-11-12 12:18:27
4774,4813,10,2023-07-24 15:58:30
3888,2127,9,2024-03-04 03:44:07
1670,15396,6,2024-03-10 16:56:20
1536,15428,10,2023-09-15 01:06:28
3459,1012,4,2024-06-10 10:31:12
1702,8370,10,2025-06-01 10:59:20
6,2089,10,2023-03-07 21:09:41
1817,14107,8,2025-01-18 04:29:33
1786,982,10,2025-11-20 05:17:50
3445,7160,9,2023-10-16 11:48:58
2082,6452,8,2023-11-15 23:39:09
3040,12640,6,2024-12-06 21:45:17
1036,4835,10,2023-12-30 13:21:57
2726,9673,8,2024-03-04 01:07:10
1074,5268,10,2023-12-10 12:35:13
2352,6111,10,2023-09-21 01:51:32
3362,8343,1,2023-03-21 15:06:04
4762,1247,10,2024-08-19 05:21:16
249,18484,9,2023-03-11 14:03:57
208,2075,8,2024-10-01 20:50:00
2799,10461,4,2023-09-16 13:01:51
1330,7048,6,2024-07-03 17:35:56
4887,19791,10,2025-12-16 03:13:49
3380,8828,9,2024-09-10 23:16:58
734,3291,10,2023-02-17 12:55:04
670,915,3,2025-08-29 09:09:44
4589,14345,2,2024-08-01 05:01:38
1904,14947,10,2023-03-21 07:50:31
4714,16393,10,2025-04-22 10:42:05
449,6390,7,2025-03-08 18:04:29
3299,18830,10,2024-01-03 18:40:05
2094,11744,10,2023-02-09 04:16:45
19,6495,9,2024-08-08 23:49:24
2029,14519,10,2025-04-07 03:44:51
4337,8409,10,2025-06-28 08:24:50
4414,15193,5,2025-10-13 06:41:56
4228,7946,10,2025-01-04 18:52:55
622,19862,8,2024-04-28 07:24:47
468,15389,9,2023-10-22 05:27:14
201,17032,10,2024-09-25 06:30:24
4065,10616,7,2023-04-28 19:25:22
2485,3388,10,2025-03-28 08:19:43
4165,16810,10,2024-12-29 02:22:19
4829,18057,10,2025-09-20 15:05:40
3671,15214,4,2024-02-22 10:54:03
746,17274,9,2023-02-14 01:29:04
410,3814,5,2024-12-20 19:20:19
946,797,8,2025-03-31 00:44:04
4832,10217,9,2024-09-04 21:12:42
2839,13979,6,2025-08-24 17:16:42
2935,17442,10,2025-05-08 00:31:19
3415,2620,10,2023-05-28 17:29:40
3054,11290,10,2024-02-25 07:41:19
1952,9287,10,2023-01-18 20:36:31
3690,1749,7,2023-04-26 23:55:17
2550,17532,10,2023-06-30 14:16:56
4571,8661,10,2024-09-25 18:58:02
2735,5310,10,2024-06-02 19:41:22
598,1123,8,2024-10-16 17:22:16
2564,3102,9,2023-09-12 00:52:31
2226,85,6,2024-01-07 15:25:47
4177,16017,10,2023-08-09 15:46:50
1418,17304,9,2025-11-10 01:58:04
3606,13567,9,2023-05-15 22:21:02
96,11584,10,2024-11-06 13:21:48
1383,3100,9,2023-02-25 13:32:18
1204,9093,10,2025-10-27 17:21:24
4434,9971,10,2023-08-30 02:49:26
4960,11569,10,2023-01-28 09:34:21
744,12619,8,2023-01-23 01:08:01
1110,14601,9,2025-11-08 20:20:37
4897,12144,10,2025-04-15 16:17:28
228,17928,9,2024-02-17 03:40:00
4880,17134,9,2023-11-14 04:35:16
1758,5659,10,2025-02-23 06:19:06
3627,17283,6,2023-12-16 18:55:28
242,10812,10,2024-08-09 08:34:54
3643,13406,5,2025-08-25 09:44:16
2511,19857,10,2023-12-05 16:12:43
713,5119,9,2023-12-16 08:08:30
745,2232,10,2025-09-22 18:57:31
1309,13555,1,2023-07-22 00:48:09
335,3054,9,2023-09-19 04:54:15
2617,9729,4,2023-10-15 15:38:59
2027,6099,6,2023-09-24 16:17:10
1121,15983,8,2023-02-25 21:55:25
2083,14464,7,2023-08-13 09:25:43
2102,1593,7,2023-12-15 20:31:29
502,4851,6,2025-11-28 09:40:42
4103,19566,8,2024-03-20 01:02:16
1441,12816,9,2024-08-29 16:32:40
442,5690,10,2024-09-12 02:10:50
2515,10599,8,2025-12-27 15:04:45
1621,9567,9,2025-02-18 15:23:08
256,3222,2,2024-01-07 12:58:02
1568,14169,10,2023-10-15 22:55:33
1117,8917,7,2023-01-22 09:32:37
2806,3547,10,2024-12-13 19:26:50
495,13959,9,2023-12-27 02:53:48
502,2405,10,2025-05-22 00:09:29
2279,19465,8,2025-07-10 07:32:59
2176,5712,10,2025-06-03 20:03:52
135,3370,8,2025-07-29 20:56:21
4499,8011,8,2023-11-06 21:12:07
3832,17381,10,2023-04-09 07:04:20
2885,11675,7,2023-09-08 06:39:32
3553,17118,10,2025-09-05 19:23:11
3217,15239,6,2024-01-27 07:57:39
4623,14095,10,2024-09-04 00:45:45
659,8611,10,2025-12-12 10:43:00
3243,13745,10,2025-06-02 04:48:26
2000,14269,7,2023-04-05 03:46:46
4777,435,8,2023-09-29 07:22:51
3156,2529,10,2025-05-09 06:01:16
1894,6225,7,2023-12-27 16:49:05
4777,4857,10,2024-10-15 09:27:17
3459,18529,9,2025-04-15 19:04:13
3442,19597,7,2024-10-11 22:26:29
1862,11058,9,2025-12-21 16:25:44
4227,2835,10,2024-11-25 23:47:59
859,2204,10,2025-04-22 19:06:22
4525,3446,7,2023-08-09 19:48:42
226,5827,10,2024-06-22 15:21:52
2334,18733,10,2024-05-21 06:00:44
421,510,7,2025-12-23 17:28:50
3373,4281,7,2025-03-15 10:42:12
3666,15930,10,2025-09-21 22:35:27
1917,17893,9,2024-10-09 15:08:03
3275,12959,4,2024-10-10 06:39:50
2605,8333,9,2024-02-13 02:14:38
2631,7745,9,2025-06-03 23:17:19
3590,18167,9,2025-02-19 13:49:14
2997,19356,3,2023-08-25 11:19:32
1955,8915,10,2024-03-16 16:41:28
1586,12957,9,2023-06-13 07:04:03
4496,17487,10,2023-02-17 11:06:49
4193,7303,9,2024-10-19 06:41:54
4142,9416,2,2025-12-28 11:03:59
3947,13097,4,2023-01-22 16:18:49
2503,8365,9,2023-01-21 09:32:03
2538,7673,9,2025-08-30 19:44:22
3583,13016,10,2024-01-31 01:42:27
1902,18124,3,2025-09-27 07:20:09
24,933,4,2025-02-08 18:34:34
4864,13900,10,2024-04-19 09:25:33
3258,18190,9,2025-04-05 07:38:07
586,17528,7,2025-05-21 10:39:01
3178,14058,10,2023-05-06 00:53:40
1732,3686,10,2025-07-23 21:29:04
2419,3485,8,2024-05-09 09:13:32
3796,18579,8,2024-04-10 09:49:09
4749,12560,9,2023-09-07 17:53:08
3180,15848,3,2024-08-15 10:26:39
3600,6467,7,2024-06-03 07:49:52
2176,11347,10,2024-01-09 23:19:40
1513,3338,9,2023-03-26 03:24:30
4887,1369,9,2023-11-09 10:58:59
2222,19226,9,2025-12-18 23:22:01
4477,9512,10,2023-04-26 01:29:17
2526,1548,10,2023-09-01 09:22:24
3084,6052,8,2024-12-15 18:41:35
2281,2585,8,2023-11-21 11:39:22
2257,17476,10,2023-12-25 22:17:28
2579,19436,1,2023-10-21 10:54:33
3526,9614,10,2024-10-20 17:53:55
3706,7364,10,2025-02-27 00:55:48
401,1819,10,2025-05-19 13:40:32
448,10926,7,2024-01-13 13:07:53
3418,18609,10,2023-11-25 04:46:37
793,354,10,2025-10-06 21:54:17
715,9069,9,2023-07-31 21:46:29
917,18948,7,2025-06-27 16:03:11
737,1083,7,2025-06-01 19:28:27
835,7970,10,2024-02-14 08:03:49
103,18682,5,2023-08-25 00:50:53
961,1936,10,2025-06-03 20:43:58
1456,11916,7,2024-01-13 05:33:36
699,4900,10,2023-07-21 20:50:36
1226,11792,9,2025-02-21 14:03:21
1486,5658,8,2024-09-19 14:55:17
1192,8767,10,2024-08-15 04:59:46
4749,14710,8,2024-09-12 15:11:38
2816,3992,10,2024-03-04 12:55:24
2159,3448,10,2023-02-14 21:33:49
1620,19606,10,2024-01-07 03:36:22
994,7787,8,2023-06-30 17:08:25
4476,17475,8,2023-06-27 15:18:02
1270,8608,9,2025-06-10 05:51:03
2268,11702,8,2023-01-22 01:01:30
4659,15768,10,2023-05-06 19:52:04
4239,15188,7,2023-08-13 13:12:31
946,18871,7,2023-08-12 10:23:10
462,2565,9,2023-12-19 08:57:19
201,2919,10,2024-09-11 22:21:53
2624,4596,5,2025-09-22 03:41:01
1428,5158,10,2024-03-10 12:20:04
4755,5863,9,2024-04-03 22:16:46
3806,17792,9,2025-10-05 15:56:07
3908,5322,10,2023-11-29 19:08:38
1527,8201,10,2025-09-21 04:03:07
230,11914,10,2023-02-05 02:05:09
2845,12960,9,2025-07-18 12:46:36
4852,10778,6,2025-05-31 17:23:49
1971,15004,9,2025-04-10 04:15:46
3742,5143,7,2024-02-19 14:27:34
1356,6493,9,2025-04-21 10:59:56
400,4994,8,2023-10-02 19:16:04
3514,5156,10,2023-12-12 02:14:16
853,14447,10,2025-10-15 21:00:06
1446,15493,8,2025-11-29 16:03:44
1392,2292,5,2024-02-11 13:44:21
2530,13801,9,2025-08-01 05:21:17
1266,11287,10,2023-07-20 00:27:29
3524,3604,4,2024-04-19 14:18:15
1733,5095,6,2025-03-28 23:59:30
198,7945,6,2024-05-17 02:29:01
586,8205,8,2024-03-08 10:31:18
4059,14071,7,2023-01-29 12:29:59
1780,14674,7,2024-01-06 08:48:25
3148,13897,8,2024-09-07 05:43:47
534,1660,9,2024-03-03 01:07:02
2698,10575,1,2023-02-04 14:31:55
1420,11467,10,2025-05-27 19:29:29
272,19595,10,2025-10-15 05:13:59
3597,843,10,2025-04-12 02:10:39
3665,2978,9,2024-04-15 15:22:37
882,4027,10,2024-12-04 16:48:56
2993,17883,10,2025-09-20 03:21:48
689,5749,9,2024-10-22 05:40:07
821,2092,7,2024-10-30 04:31:13
2728,6754,9,2024-03-08 11:58:58
1431,7616,7,2025-06-13 18:51:04
708,3064,8,2024-04-17 13:10:35
3168,12576,0,2023-11-02 10:17:03
271,6779,6,2024-08-27 05:27:46
3397,9906,9,2023-06-11 16:26:11
4291,19927,9,2023-07-26 00:49:25
4881,10701,8,2023-02-22 22:17:25
38,19967,9,2025-07-02 15:15:46
2848,2634,5,2023-01-26 03:59:41
4313,15539,9,2024-09-08 04:10:06
3240,9635,9,2023-06-08 01:09:49
4632,7218,10,2023-05-16 06:16:48
3301,7406,9,2023-04-20 18:23:52
1001,14692,9,2025-04-02 21:57:31
2975,4101,10,2025-04-06 13:11:17
3571,1237,1,2024-12-13 04:02:55
3630,2901,6,2023-03-25 10:34:58
4107,15859,9,2023-10-19 08:37:15
1840,18378,10,2025-03-28 11:21:03
365,15,8,2023-12-17 01:19:09
1693,5653,7,2024-07-30 07:26:50
96,4779,10,2025-12-28 06:00:13
2403,2793,9,2025-01-02 04:38:50
812,2928,3,2025-01-23 09:49:18
2996,11318,5,2024-04-01 02:16:36
194,6552,10,2024-12-31 09:39:40
2423,9314,8,2024-07-01 06:27:15
646,6507,9,2024-02-16 03:31:52
1919,6951,9,2025-10-19 19:12:05
2407,16318,10,2025-04-20 14:32:54
592,18233,10,2024-10-09 06:00:17
1663,18419,10,2024-09-23 13:23:13
1893,13009,9,2023-02-22 11:17:02
4195,2607,8,2025-01-16 02:46:44
4974,2859,10,2023-12-25 10:59:47
539,6845,8,2023-10-18 10:15:45
750,17161,9,2025-04-26 17:45:55
3259,16791,10,2023-09-04 21:57:52
631,6,10,2023-06-13 13:01:01
2535,16324,10,2025-12-26 13:19:31
113,5013,9,2024-05-20 09:16:14
605,11421,5,2023-08-18 00:08:01
1479,18915,10,2025-05-12 02:26:09
1374,7154,10,2023-09-01 11:58:46
4168,10903,0,2025-09-20 01:50:28
950,19210,9,2024-08-25 00:04:23
1466,17124,5,2023-02-05 23:34:15
4773,19444,10,2024-05-01 12:58:42
998,7917,10,2023-08-21 09:45:21
4202,14705,9,2023-02-20 04:49:16
804,11325,6,2023-06-05 08:59:18
4210,17915,8,2024-11-29 05:52:01
686,3363,5,2025-05-29 15:37:07
3927,12466,8,2025-04-10 05:46:44
4310,1939,3,2025-07-10 02:25:40
3517,7902,9,2024-05-16 04:43:15
4013,16769,8,2025-06-22 01:43:18
82,5849,5,2025-12-25 03:43:54
1387,4871,6,2023-04-02 23:01:57
3074,3878,6,2025-09-15 15:44:39
1002,11108,10,2023-08-09 03:22:00
