id_atendimento,id_cliente,id_servico,data_abertura,data_fechamento,tempo_atendimento_min,custo_real
7451,64,1,2024-07-15 10:29:49,2024-07-15 14:49:49,260,54.45828851220222
7452,3501,8,2023-04-16 18:31:51,2023-04-16 20:54:51,143,205.17071126191314
7453,2993,6,2023-09-01 17:14:29,2023-09-01 19:13:29,119,99.89022625603074
7454,4640,3,2024-04-03 20:30:32,2024-04-04 00:53:32,263,70.46432227345923
7455,977,5,2024-09-24 19:47:19,2024-09-24 21:58:19,131,191.17943163375492
7456,2804,4,2024-11-21 16:46:35,2024-11-21 17:44:35,58,193.31352703595292
7457,3740,5,2024-05-26 03:45:17,2024-05-26 03:56:17,11,220.98251380084542
7458,4467,1,2024-03-26 18:07:24,2024-03-26 22:23:24,256,69.79117651398111
7459,3805,8,2023-12-19 21:07:43,2023-12-20 01:14:43,247,231.52990219470297
7460,2101,8,2025-03-15 12:48:03,2025-03-15 13:17:03,29,179.66462432300014
7461,2089,5,2025-05-19 22:09:25,2025-05-20 02:25:25,256,112.10552140868491
7462,1089,8,2023-06-10 06:15:55,2023-06-10 08:25:55,130,245.90928083114352
7463,2347,2,2025-06-21 13:59:06,2025-06-21 18:34:06,275,184.41672261923406
7464,1814,6,2025-08-28 16:44:16,2025-08-28 17:24:16,40,217.46645990407708
7465,3565,2,2023-09-25 19:57:05,2023-09-26 00:25:05,268,143.42852822588236
7466,2907,5,2025-08-14 11:18:33,2025-08-14 15:29:33,251,235.58088571039534
7467,4707,1,2025-11-12 13:01:35,2025-11-12 15:12:35,131,172.70350980644892
7468,1740,6,2024-01-20 02:26:19,2024-01-20 03:32:19,66,233.51698889668464
7469,4527,3,2023-04-26 06:51:29,2023-04-26 08:51:29,120,144.99784926552275
7470,4701,7,2025-01-22 17:48:39,2025-01-22 21:30:39,222,176.30623929907642
7471,4019,3,2023-12-06 20:35:33,2023-12-07 00:10:33,215,79.37659394763342
7472,433,2,2025-06-16 03:39:00,2025-06-16 08:08:00,269,189.09201594379837
7473,676,5,2023-05-15 18:03:49,2023-05-15 18:56:49,53,120.92847894508118
7474,4281,4,2025-08-26 10:00:30,2025-08-26 14:41:30,281,157.41142749038977
7475,1369,6,2024-01-13 20:54:43,2024-01-14 01:10:43,256,217.62272101966656
7476,3772,8,2023-03-18 21:14:51,2023-03-18 23:39:51,145,124.39734875111104
7477,3304,7,2025-02-14 04:55:31,2025-02-14 08:28:31,213,236.32490270070028
7478,2012,6,2023-11-12 05:02:01,2023-11-12 08:31:01,209,206.39843385515263
7479,1868,2,2024-03-09 05:43:13,2024-03-09 05:57:13,14,199.5513472288922
7480,4100,8,2023-04-28 21:56:56,2023-04-29 02:46:56,290,172.06941091294235
7481,1785,4,2023-09-19 08:42:59,2023-09-19 11:02:59,140,37.90732736811041
7482,4695,3,2024-03-14 02:03:18,2024-03-14 03:15:18,72,172.9046187458348
7483,754,4,2024-07-21 08:50:11,2024-07-21 09:36:11,46,107.60686583348127
7484,4350,8,2025-02-26 03:32:09,2025-02-26 06:44:09,192,183.1211521295792
7485,1899,7,2023-10-29 06:04:57,2023-10-29 09:39:57,215,56.59115754271345
7486,3967,6,2025-10-15 17:52:52,2025-10-15 21:41:52,229,113.95903942316899
7487,3203,5,2025-07-21 04:48:32,2025-07-21 05:38:32,50,163.85735342705965
7488,65,1,2025-05-07 11:18:44,2025-05-07 12:55:44,97,137.11829765972107
7489,444,8,2024-03-13 11:46:52,2024-03-13 12:04:52,18,139.77847047369974
7490,2281,5,2023-11-14 09:11:48,2023-11-14 10:40:48,89,66.45205055593036
7491,1416,1,2025-11-19 03:38:26,2025-11-19 04:53:26,75,132.1858745507891
7492,4532,7,2025-05-27 17:13:07,2025-05-27 17:51:07,38,224.21360759143596
7493,151,2,2025-10-10 02:40:18,2025-10-10 07:29:18,289,155.80835504942445
7494,3643,1,2024-06-18 14:10:45,2024-06-18 14:31:45,21,244.01017908415136
7495,4162,1,2025-10-18 07:12:43,2025-10-18 10:03:43,171,221.64983303059603
7496,4536,6,2025-06-12 14:25:33,2025-06-12 15:25:33,60,127.37977239478015
7497,555,5,2025-07-08 06:55:06,2025-07-08 08:31:06,96,44.094332287507555
7498,2942,5,2025-07-24 19:08:31,2025-07-24 23:38:31,270,42.15600020051092
7499,1467,3,2023-11-18 23:22:16,2023-11-19 01:20:16,118,126.76084642462985
7500,3705,1,2023-10-27 22:34:16,2023-10-27 23:39:16,65,141.95758801400234
7501,1667,8,2023-10-14 11:17:43,2023-10-14 13:46:43,149,235.2274266343635
7502,620,3,2024-04-29 17:43:21,2024-04-29 19:02:21,79,189.6044314882192
7503,3904,6,2024-04-08 02:06:16,2024-04-08 03:15:16,69,95.17546961569597
7504,4720,4,2024-03-08 20:17:22,2024-03-09 00:42:22,265,127.0694128790389
7505,3503,8,2024-09-14 01:59:49,2024-09-14 04:26:49,147,200.68432574112202
7506,446,4,2024-01-22 18:42:17,2024-01-22 23:28:17,286,220.41240435786167
7507,830,3,2025-03-27 03:10:32,2025-03-27 05:08:32,118,82.2753863814826
7508,4312,6,2024-09-03 15:17:19,2024-09-03 17:57:19,160,98.62746237336125
7509,3046,7,2023-01-29 06:21:12,2023-01-29 09:21:12,180,154.49998012152102
7510,4355,5,2025-08-06 13:39:40,2025-08-06 16:30:40,171,52.06918493507642
7511,3433,4,2024-09-06 07:14:03,2024-09-06 10:24:03,190,207.45619157926743
7512,2175,6,2023-09-07 22:17:29,2023-09-08 02:50:29,273,136.98790719977038
7513,1943,7,2024-08-13 23:44:27,2024-08-14 03:27:27,223,133.21713200295642
7514,1075,1,2024-07-18 07:33:48,2024-07-18 08:06:48,33,44.24466115313088
7515,629,7,2024-01-21 03:23:29,2024-01-21 05:26:29,123,58.17292329799746
7516,718,2,2023-06-13 06:53:28,2023-06-13 10:02:28,189,53.739642079557925
7517,3955,5,2023-11-23 23:18:36,2023-11-24 00:01:36,43,43.973331788187735
7518,3317,6,2024-02-26 18:33:07,2024-02-26 21:39:07,186,51.046047973713016
7519,811,3,2024-02-12 13:30:30,2024-02-12 14:36:30,66,213.31416496787247
7520,1318,5,2023-08-21 16:32:26,2023-08-21 21:03:26,271,231.7854070351226
7521,1826,8,2024-04-06 23:37:27,2024-04-07 03:41:27,244,104.12217997032145
7522,2620,6,2024-12-22 12:28:17,2024-12-22 16:08:17,220,188.80665070525103
7523,3740,6,2024-07-05 05:20:46,2024-07-05 07:22:46,122,242.42878011556485
7524,823,5,2025-12-20 21:56:04,2025-12-21 02:03:04,247,45.98330820446532
7525,1410,8,2025-09-30 18:10:43,2025-09-30 22:29:43,259,94.28458065620723
7526,1982,6,2025-09-14 22:30:36,2025-09-14 22:50:36,20,243.13475879052515
7527,2556,3,2024-11-20 02:34:40,2024-11-20 04:02:40,88,175.08554810342972
7528,1392,2,2025-12-01 08:36:02,2025-12-01 10:41:02,125,212.83431333874552
7529,1611,4,2024-07-12 04:24:19,2024-07-12 05:35:19,71,196.58659112085957
7530,1331,3,2023-07-25 12:00:07,2023-07-25 14:28:07,148,123.75341614249317
7531,1012,3,2025-09-27 01:52:45,2025-09-27 04:47:45,175,91.78304903515415
7532,1353,3,2023-09-02 17:47:27,2023-09-02 22:16:27,269,132.9823061651826
7533,4648,7,2025-06-03 09:53:28,2025-06-03 14:00:28,247,131.78387469744962
7534,4478,1,2025-05-25 00:00:04,2025-05-25 02:05:04,125,230.539339688831
7535,4421,1,2025-11-26 14:48:57,2025-11-26 16:47:57,119,187.900168280647
7536,3028,8,2023-07-26 15:10:56,2023-07-26 17:21:56,131,231.87260057446812
7537,4220,8,2025-12-07 12:20:47,2025-12-07 13:44:47,84,248.3288774032403
7538,2223,6,2024-07-17 10:04:45,2024-07-17 13:28:45,204,174.4994625747993
7539,3931,3,2024-05-27 21:43:59,2024-05-28 02:33:59,290,177.9816180314369
7540,4545,1,2024-05-08 12:08:22,2024-05-08 15:06:22,178,121.17008627285273
7541,4266,1,2023-04-09 14:19:05,2023-04-09 19:04:05,285,213.52859314467827
7542,793,4,2025-02-21 12:06:09,2025-02-21 14:37:09,151,165.92389155543538
7543,4505,6,2025-11-05 19:39:57,2025-11-06 00:22:57,283,94.72858922797604
7544,330,5,2023-08-12 06:25:59,2023-08-12 06:50:59,25,177.06079494250437
7545,826,1,2025-12-28 14:16:04,2025-12-28 15:39:04,83,148.888748034094
7546,3774,3,2024-04-20 05:43:54,2024-04-20 08:52:54,189,83.92621870117607
7547,1162,5,2024-01-15 21:48:19,2024-01-16 00:24:19,156,34.609679763241985
7548,1309,2,2023-07-30 11:06:43,2023-07-30 11:40:43,34,218.75120127137012
7549,3793,3,2023-03-28 22:43:49,2023-03-28 23:22:49,39,92.95706450741461
7550,3025,2,2025-09-08 10:33:59,2025-09-08 11:06:59,33,168.5628368768248
7551,1227,8,2023-06-14 22:11:03,2023-06-14 22:49:03,38,128.20868899649963
7552,253,6,2024-03-31 12:51:22,2024-03-31 13:25:22,34,83.8835579252268
7553,4851,6,2024-07-24 15:14:26,2024-07-24 19:45:26,271,127.59460664052894
7554,2055,3,2024-11-20 04:31:30,2024-11-20 05:47:30,76,142.95720109030876
7555,743,1,2025-06-01 06:49:12,2025-06-01 11:23:12,274,201.90575713961462
7556,3445,5,2024-05-18 12:15:02,2024-05-18 13:03:02,48,164.96014758191873
7557,749,5,2023-06-12 11:50:19,2023-06-12 14:21:19,151,49.053655258308325
7558,4543,5,2023-08-19 08:31:00,2023-08-19 08:48:00,17,95.13610764193969
7559,1895,3,2023-09-12 07:47:30,2023-09-12 08:55:30,68,34.98655727462567
7560,3346,4,2024-01-12 07:40:24,2024-01-12 11:38:24,238,35.45754362125013
7561,2860,8,2024-08-24 18:55:57,2024-08-24 21:35:57,160,50.74921879656226
7562,1201,5,2023-12-28 04:16:42,2023-12-28 07:28:42,192,210.8035934788562
7563,4431,3,2023-01-19 22:38:16,2023-01-20 00:39:16,121,188.28267739028524
7564,1612,2,2023-03-22 20:24:01,2023-03-22 21:58:01,94,153.2343052710406
7565,4941,7,2023-09-21 18:04:42,2023-09-21 21:22:42,198,35.95349495322685
7566,1814,5,2025-08-14 14:25:36,2025-08-14 15:06:36,41,163.95797557991173
7567,157,1,2025-07-10 10:06:53,2025-07-10 13:33:53,207,61.648521196076246
7568,224,7,2023-05-05 22:28:06,2023-05-06 01:40:06,192,46.380471339771425
7569,2273,7,2024-10-02 09:24:13,2024-10-02 13:46:13,262,237.7742013957253
7570,2241,1,2025-07-06 03:04:18,2025-07-06 05:00:18,116,226.27829455258984
7571,1231,3,2025-01-29 14:22:58,2025-01-29 18:30:58,248,199.82784516557584
7572,308,8,2023-07-23 23:52:59,2023-07-24 01:56:59,124,109.88381108316173
7573,4350,1,2023-11-07 04:53:21,2023-11-07 05:50:21,57,104.82534058760953
7574,4498,5,2024-11-26 23:10:02,2024-11-27 00:20:02,70,38.23167150012891
7575,2074,2,2023-12-19 07:06:19,2023-12-19 09:20:19,134,210.20042286237037
7576,1593,6,2025-05-10 23:23:14,2025-05-11 01:36:14,133,144.1297093420133
7577,1893,6,2023-02-25 20:44:56,2023-02-25 21:44:56,60,78.41880391156123
7578,323,8,2025-06-15 07:27:24,2025-06-15 08:19:24,52,54.32447344023031
7579,3740,5,2023-07-03 22:06:39,2023-07-03 23:59:39,113,211.49923870879
7580,1506,1,2024-07-18 22:28:07,2024-07-19 03:23:07,295,34.24312775894452
7581,545,4,2023-07-18 19:19:55,2023-07-18 21:04:55,105,40.919322665261106
7582,572,7,2023-08-12 14:56:43,2023-08-12 19:38:43,282,234.0135626659657
7583,4078,1,2023-05-27 01:06:03,2023-05-27 04:16:03,190,216.37502226350105
7584,4989,8,2024-03-27 17:45:04,2024-03-27 19:09:04,84,54.73391406584173
7585,1298,5,2023-03-23 10:37:44,2023-03-23 15:19:44,282,84.31467263174198
7586,1222,2,2025-07-28 12:32:45,2025-07-28 15:18:45,166,49.57450716601471
7587,3157,7,2024-11-12 14:24:26,2024-11-12 14:45:26,21,34.758936349187756
7588,2502,7,2023-01-20 04:50:39,2023-01-20 07:41:39,171,58.943693325703066
7589,1518,1,2025-04-16 03:38:10,2025-04-16 07:39:10,241,30.31850447034101
7590,553,6,2024-11-09 01:04:36,2024-11-09 05:53:36,289,155.81083634147734
7591,4394,6,2024-06-30 03:58:38,2024-06-30 06:21:38,143,205.76470667075674
7592,1184,4,2024-04-17 16:17:15,2024-04-17 17:28:15,71,157.12840211320764
7593,3110,2,2024-12-20 16:24:41,2024-12-20 17:53:41,89,164.65377990865335
7594,797,8,2023-04-26 00:22:31,2023-04-26 01:21:31,59,200.20021324086258
7595,3514,4,2024-12-14 21:08:58,2024-12-14 21:48:58,40,44.34379255966353
7596,753,5,2024-02-06 01:38:32,2024-02-06 05:11:32,213,239.32208655739345
7597,3566,2,2024-07-12 18:44:49,2024-07-12 23:14:49,270,132.63327145945874
7598,962,2,2024-10-21 07:59:52,2024-10-21 09:57:52,118,39.110911622911516
7599,4417,5,2024-08-15 20:42:51,2024-08-15 23:45:51,183,65.5589516078376
7600,165,7,2023-02-25 12:38:36,2023-02-25 16:56:36,258,57.98581905910635
7601,2868,7,2023-08-19 17:34:17,2023-08-19 21:20:17,226,161.8977791896821
7602,253,7,2023-09-03 04:31:29,2023-09-03 06:54:29,143,149.85608980229534
7603,2152,5,2025-08-24 04:26:05,2025-08-24 06:29:05,123,183.90194257184714
7604,1855,2,2023-05-29 06:51:13,2023-05-29 10:50:13,239,46.4536098315275
7605,576,7,2025-11-10 17:13:13,2025-11-10 19:08:13,115,234.47368584991838
7606,839,4,2024-06-14 13:14:15,2024-06-14 17:10:15,236,228.28515710853708
7607,303,1,2025-12-11 22:04:13,2025-12-12 02:30:13,266,246.52545780518508
7608,2393,5,2023-08-25 11:53:19,2023-08-25 14:00:19,127,241.5673095038641
7609,3714,8,2023-11-17 14:10:57,2023-11-17 16:44:57,154,154.35217825082003
7610,1980,8,2025-10-24 08:33:04,2025-10-24 09:02:04,29,154.43934306799372
7611,2777,2,2025-04-08 09:31:27,2025-04-08 12:33:27,182,147.4699802021393
7612,3136,5,2023-11-20 21:01:59,2023-11-20 22:21:59,80,101.1255184243436
7613,427,8,2023-02-17 06:23:02,2023-02-17 07:09:02,46,105.3155665857717
7614,828,1,2025-10-22 17:30:12,2025-10-22 21:23:12,233,186.05760770154518
7615,4561,2,2023-08-08 22:27:16,2023-08-09 00:18:16,111,156.31807156800437
7616,2311,8,2025-09-20 20:39:57,2025-09-21 01:27:57,288,105.71382136487077
7617,843,4,2024-09-09 07:47:54,2024-09-09 08:15:54,28,173.3736546151368
7618,2917,8,2023-12-17 19:05:03,2023-12-17 19:16:03,11,152.98925563790561
7619,1893,6,2024-02-17 09:57:19,2024-02-17 13:42:19,225,96.30547118034036
7620,3612,7,2025-07-23 07:33:24,2025-07-23 12:23:24,290,31.344208089046816
7621,1331,1,2024-05-27 17:14:33,2024-05-27 21:13:33,239,243.60739908250278
7622,1379,1,2024-03-10 13:29:19,2024-03-10 17:11:19,222,236.85570443319318
7623,1550,2,2025-07-18 07:36:47,2025-07-18 11:50:47,254,212.94821622258868
7624,2478,2,2023-04-17 15:10:14,2023-04-17 17:30:14,140,53.75260616983138
7625,2896,5,2024-07-03 04:11:29,2024-07-03 08:02:29,231,208.59702580021724
7626,663,5,2023-09-20 11:00:55,2023-09-20 13:23:55,143,67.28909114283965
7627,3104,3,2025-10-02 07:19:03,2025-10-02 10:55:03,216,218.2479436562809
7628,2175,1,2025-07-21 08:03:07,2025-07-21 11:14:07,191,153.849381386137
7629,3707,5,2024-12-20 08:25:42,2024-12-20 13:16:42,291,242.80409269677247
7630,3015,4,2024-02-07 07:18:11,2024-02-07 09:13:11,115,160.04897251683016
7631,4492,5,2025-03-08 10:16:03,2025-03-08 13:11:03,175,204.97412180660302
7632,4731,7,2023-07-16 08:38:09,2023-07-16 12:20:09,222,40.295422030098294
7633,2472,7,2024-04-29 19:18:52,2024-04-29 21:04:52,106,182.84085074053627
7634,3605,4,2025-04-12 23:17:27,2025-04-13 02:07:27,170,116.69670835598369
7635,3592,5,2024-05-27 00:13:28,2024-05-27 01:21:28,68,85.68798628954245
7636,2055,2,2024-04-25 21:05:20,2024-04-25 23:22:20,137,211.5459162727885
7637,3220,6,2025-07-25 16:05:21,2025-07-25 16:37:21,32,76.26799808904507
7638,699,4,2025-09-11 02:00:12,2025-09-11 06:17:12,257,148.55816168226852
7639,338,8,2023-12-11 15:32:35,2023-12-11 18:02:35,150,87.35199395636258
7640,1963,6,2024-09-22 03:04:37,2024-09-22 04:21:37,77,190.7285407994033
7641,1375,6,2023-10-04 06:18:07,2023-10-04 08:26:07,128,58.238152207354474
7642,2539,1,2025-05-27 04:41:09,2025-05-27 04:56:09,15,162.56621293201485
7643,4888,3,2025-02-04 17:41:49,2025-02-04 21:35:49,234,211.1258229419149
7644,3981,1,2023-01-30 04:50:54,2023-01-30 08:47:54,237,148.007419931769
7645,3677,5,2024-09-27 21:44:02,2024-09-28 01:32:02,228,105.19769153929663
7646,2122,8,2024-08-11 01:41:37,2024-08-11 05:21:37,220,36.656827001288924
7647,2201,2,2023-07-25 09:31:37,2023-07-25 12:21:37,170,129.56637408634822
7648,2667,4,2025-03-31 08:28:24,2025-03-31 12:16:24,228,179.6114481260471
7649,2220,2,2024-04-23 05:17:25,2024-04-23 09:01:25,224,207.38440124235862
7650,630,1,2023-03-24 01:52:14,2023-03-24 02:41:14,49,153.01680927662062
7651,2454,7,2024-07-05 06:50:43,2024-07-05 07:23:43,33,46.1801059290289
7652,4084,8,2024-07-26 13:31:05,2024-07-26 18:28:05,297,85.70765102081685
7653,339,8,2023-08-27 22:56:22,2023-08-28 01:09:22,133,41.6345269804058
7654,4712,6,2023-01-06 03:55:02,2023-01-06 04:07:02,12,57.60642621129982
7655,4611,7,2023-09-23 10:21:17,2023-09-23 12:42:17,141,247.7184364280831
7656,3188,5,2025-06-09 01:58:15,2025-06-09 03:24:15,86,37.64880790717805
7657,365,3,2024-01-19 03:04:50,2024-01-19 07:50:50,286,136.9584101111309
7658,3081,6,2023-02-15 09:13:04,2023-02-15 13:06:04,233,193.63280001689117
7659,4680,4,2024-02-15 23:59:38,2024-02-16 00:29:38,30,49.0401126564066
7660,2434,8,2025-05-21 07:15:51,2025-05-21 12:10:51,295,54.519492436766924
7661,4343,6,2023-01-20 19:06:34,2023-01-20 23:31:34,265,112.65328314186449
7662,1991,1,2023-01-22 13:52:20,2023-01-22 15:38:20,106,59.16974253060987
7663,2872,8,2023-03-14 15:07:44,2023-03-14 17:12:44,125,130.52543488553914
7664,4633,1,2025-05-25 22:06:04,2025-05-26 00:29:04,143,139.48949081844012
7665,2272,2,2024-12-11 17:07:30,2024-12-11 18:37:30,90,219.96379970162096
7666,3074,7,2025-11-22 00:06:06,2025-11-22 04:57:06,291,84.5199611233108
7667,1244,2,2024-06-28 18:27:48,2024-06-28 19:25:48,58,162.12303166597593
7668,3789,1,2024-02-10 05:42:25,2024-02-10 07:09:25,87,181.89024672391264
7669,4110,8,2025-03-27 03:04:36,2025-03-27 06:02:36,178,82.01280134096974
7670,3170,8,2023-01-14 02:54:02,2023-01-14 03:24:02,30,180.43000008353164
7671,1088,8,2025-07-02 04:32:54,2025-07-02 07:47:54,195,201.14118517845532
7672,710,2,2024-01-07 12:34:29,2024-01-07 16:20:29,226,78.26070589887345
7673,1746,2,2023-06-26 14:53:07,2023-06-26 19:15:07,262,166.04453042941444
7674,4073,2,2025-06-03 17:23:54,2025-06-03 20:19:54,176,216.75000308997693
7675,2106,8,2023-07-28 09:17:38,2023-07-28 09:57:38,40,165.952299295821
7676,2347,4,2023-06-30 20:30:17,2023-07-01 00:08:17,218,168.6332429642201
7677,2750,1,2024-09-03 04:51:29,2024-09-03 08:46:29,235,215.9560145519992
7678,417,7,2023-03-30 05:03:09,2023-03-30 08:22:09,199,241.69804310297974
7679,652,6,2025-03-24 11:34:44,2025-03-24 14:03:44,149,177.15268851230744
7680,1310,7,2024-02-20 01:54:36,2024-02-20 06:51:36,297,84.59269513910047
7681,1373,6,2023-10-09 06:02:12,2023-10-09 08:48:12,166,130.60289355548895
7682,4608,7,2025-02-24 07:49:54,2025-02-24 12:38:54,289,190.61937065192643
7683,4341,4,2025-12-10 16:15:28,2025-12-10 16:38:28,23,92.98899807585991
7684,2578,6,2025-06-02 01:01:56,2025-06-02 05:47:56,286,94.32970663428664
7685,3369,2,2024-04-24 13:18:28,2024-04-24 17:01:28,223,183.45051739204777
7686,447,5,2023-06-03 16:07:21,2023-06-03 17:56:21,109,44.375338761913376
7687,1321,8,2023-04-03 15:18:45,2023-04-03 17:03:45,105,31.287991805743008
7688,2132,5,2025-03-23 18:28:00,2025-03-23 19:56:00,88,235.61175424360437
7689,4613,4,2023-11-21 04:15:32,2023-11-21 08:43:32,268,36.00383590233603
7690,658,6,2025-11-16 20:45:59,2025-11-17 01:16:59,271,187.0164693185338
7691,3843,7,2024-05-09 22:14:20,2024-05-10 00:13:20,119,72.21785392727685
7692,2249,1,2025-11-02 20:09:29,2025-11-02 20:37:29,28,243.27368233105662
7693,3734,2,2023-03-30 11:17:23,2023-03-30 15:41:23,264,171.71070419619292
7694,3285,2,2024-04-19 19:12:47,2024-04-19 21:33:47,141,62.90687270444627
7695,122,1,2024-07-28 06:29:44,2024-07-28 07:59:44,90,218.92759450997562
7696,4370,1,2025-10-01 06:59:40,2025-10-01 09:29:40,150,214.8397576716766
7697,3631,2,2025-03-10 16:39:19,2025-03-10 20:41:19,242,209.37160625198663
7698,46,1,2025-07-03 03:25:18,2025-07-03 04:06:18,41,81.24553541583649
7699,1318,5,2025-12-13 10:54:28,2025-12-13 15:25:28,271,229.2498013804508
7700,160,3,2025-04-02 15:00:11,2025-04-02 18:56:11,236,236.90985895780764
7701,483,7,2025-03-04 05:10:03,2025-03-04 07:42:03,152,164.91760033812147
7702,2862,3,2023-11-14 06:24:19,2023-11-14 09:42:19,198,196.2858102530511
7703,1112,8,2025-02-23 19:16:32,2025-02-23 23:23:32,247,179.32175593506162
7704,4639,7,2025-08-22 20:39:22,2025-08-22 22:25:22,106,37.57079658308417
7705,1111,1,2023-09-11 23:02:34,2023-09-12 00:33:34,91,162.39676723990445
7706,3221,3,2025-04-13 06:42:43,2025-04-13 08:05:43,83,43.138479508834806
7707,681,5,2023-04-20 16:48:45,2023-04-20 19:04:45,136,249.5742918076701
7708,2429,1,2024-04-08 18:50:57,2024-04-08 19:48:57,58,152.38865722600474
7709,4942,5,2024-03-26 13:51:39,2024-03-26 15:55:39,124,180.73530690758946
7710,361,2,2025-01-16 20:15:19,2025-01-16 21:21:19,66,235.47132327077102
7711,442,2,2023-08-28 07:52:28,2023-08-28 10:02:28,130,202.76999122522312
7712,4095,1,2023-03-30 17:27:17,2023-03-30 21:44:17,257,78.28515291956906
7713,959,8,2023-01-07 08:23:52,2023-01-07 09:39:52,76,57.65838917388035
7714,202,8,2024-08-02 02:52:57,2024-08-02 06:47:57,235,57.2452845151288
7715,381,4,2025-05-20 04:25:24,2025-05-20 09:23:24,298,229.48054028841625
7716,386,2,2024-08-07 16:09:58,2024-08-07 18:00:58,111,30.5177781086632
7717,1152,3,2025-11-29 18:14:45,2025-11-29 20:01:45,107,168.3469591308657
7718,2408,5,2025-01-21 02:19:12,2025-01-21 02:33:12,14,245.62140934626376
7719,2845,2,2023-09-26 09:24:37,2023-09-26 14:01:37,277,132.6919053150985
7720,2270,2,2023-06-22 03:59:12,2023-06-22 06:39:12,160,45.82614443523574
7721,4350,8,2024-06-14 10:45:13,2024-06-14 14:16:13,211,163.8105153730209
7722,1979,2,2024-01-09 13:16:53,2024-01-09 15:09:53,113,39.388330783075965
7723,4204,8,2023-02-06 03:17:07,2023-02-06 07:17:07,240,47.55540852391984
7724,2665,3,2023-06-28 04:40:05,2023-06-28 09:37:05,297,221.5602879000283
7725,2766,4,2023-03-30 18:24:54,2023-03-30 19:57:54,93,249.2514680735189
7726,2734,8,2025-10-16 02:57:02,2025-10-16 04:36:02,99,211.3564534237383
7727,2285,8,2025-07-28 08:52:00,2025-07-28 11:28:00,156,47.2731479450194
7728,938,7,2024-11-19 11:46:15,2024-11-19 15:25:15,219,234.3201023109649
7729,4554,6,2025-02-07 10:58:16,2025-02-07 15:10:16,252,46.38003499201399
7730,4131,5,2023-10-24 22:03:57,2023-10-24 23:24:57,81,51.230690651909214
7731,3970,5,2024-06-25 13:40:34,2024-06-25 16:16:34,156,227.81487448985038
7732,3722,2,2025-03-05 07:37:13,2025-03-05 11:02:13,205,83.40551661515045
7733,3095,1,2025-07-25 16:40:13,2025-07-25 18:54:13,134,202.8955714450677
7734,4261,2,2025-01-22 19:58:59,2025-01-22 23:47:59,229,41.112554352120156
7735,3426,1,2023-09-16 19:22:29,2023-09-16 22:48:29,206,61.10616875304515
7736,2916,6,2025-03-09 12:08:20,2025-03-09 16:06:20,238,116.58346431743736
7737,444,2,2023-12-22 13:44:00,2023-12-22 16:05:00,141,35.772701091078545
7738,4226,3,2025-05-09 15:57:24,2025-05-09 19:24:24,207,220.4860378087647
7739,2368,1,2025-07-19 04:22:02,2025-07-19 07:25:02,183,131.57108650765804
7740,3019,8,2023-12-19 23:27:09,2023-12-20 01:50:09,143,113.28284161253099
7741,2692,6,2025-02-14 21:13:26,2025-02-14 22:51:26,98,184.63627089135875
7742,3544,8,2023-05-10 12:04:44,2023-05-10 15:31:44,207,71.92908828488174
7743,1358,3,2024-11-23 20:50:38,2024-11-24 01:02:38,252,73.60994260139073
7744,3059,1,2024-06-14 06:46:02,2024-06-14 08:35:02,109,39.642412376872365
7745,2371,1,2023-12-28 14:55:53,2023-12-28 19:00:53,245,130.2111974364035
7746,3698,7,2024-02-25 00:05:59,2024-02-25 04:22:59,257,150.05438187130923
7747,2290,2,2023-03-19 14:53:23,2023-03-19 19:39:23,286,218.17767736011243
7748,1555,7,2024-04-28 23:30:42,2024-04-29 01:23:42,113,48.24688723178623
7749,291,5,2025-01-21 16:02:39,2025-01-21 16:43:39,41,64.99376813194377
7750,194,3,2025-04-27 23:08:38,2025-04-28 01:00:38,112,162.46223387950036
7751,1756,5,2023-05-20 09:21:37,2023-05-20 09:45:37,24,234.0013950059934
7752,767,5,2025-11-14 18:10:05,2025-11-14 21:41:05,211,126.17196481750754
7753,1977,6,2025-10-13 16:13:26,2025-10-13 16:33:26,20,64.06574785549934
7754,3624,4,2023-11-03 09:36:10,2023-11-03 12:38:10,182,178.13079075941306
7755,3283,2,2024-07-16 14:08:04,2024-07-16 17:08:04,180,52.20264309910519
7756,3120,3,2024-07-02 10:39:28,2024-07-02 15:11:28,272,151.62171519977227
7757,3723,4,2025-12-23 11:33:34,2025-12-23 14:45:34,192,40.76714491642273
7758,534,1,2025-12-10 03:22:32,2025-12-10 07:06:32,224,79.02113014582481
7759,951,7,2024-04-27 03:41:31,2024-04-27 07:02:31,201,104.84088508209746
7760,3872,8,2023-12-18 10:27:37,2023-12-18 15:24:37,297,82.49864845070952
7761,3952,8,2025-12-30 19:46:41,2025-12-30 20:08:41,22,239.93213162336002
7762,1004,4,2024-07-27 18:32:09,2024-07-27 23:11:09,279,223.96212641192503
7763,1838,8,2024-04-18 00:03:34,2024-04-18 00:50:34,47,225.67638269543386
7764,1616,5,2023-05-30 07:41:13,2023-05-30 08:46:13,65,228.9164103884625
7765,2769,7,2024-08-25 17:34:31,2024-08-25 19:55:31,141,158.082496487821
7766,2576,6,2024-04-21 19:14:38,2024-04-21 20:23:38,69,177.5851084389397
7767,727,7,2025-10-18 08:45:43,2025-10-18 12:16:43,211,199.4222334433031
7768,3329,2,2025-01-05 17:42:24,2025-01-05 19:07:24,85,154.27126544415106
