id_cliente,plano,valor_mensal,cidade,estado,status,data_adesao
2568,Premium,89.9,Pastor,SP,Ativo,2026-01-13
2569,Basico,39.9,Lima de Martins,DF,Ativo,2026-01-13
2570,Basico,39.9,Azevedo de Macedo,DF,Ativo,2026-01-13
2571,Essencial,59.9,Duarte,AM,Ativo,2026-01-13
2572,Basico,39.9,Macedo,TO,Ativo,2026-01-13
2573,Basico,39.9,Dias das Flores,MT,Ativo,2026-01-13
2574,Essencial,59.9,Castro,AC,Ativo,2026-01-13
2575,Basico,39.9,Nascimento,RO,Churn,2026-01-13
2576,Essencial,59.9,Albuquerque Verde,MT,Ativo,2026-01-13
2577,Premium,89.9,das Neves do Galho,SC,Ativo,2026-01-13
2578,Premium,89.9,Dias,CE,Ativo,2026-01-13
2579,Premium,89.9,Pastor,DF,Ativo,2026-01-13
2580,Basico,39.9,Souza de Goiás,BA,Ativo,2026-01-13
2581,Essencial,59.9,Garcia da Serra,RS,Ativo,2026-01-13
2582,Essencial,59.9,da Mata,AL,Churn,2026-01-13
2583,Premium,89.9,Aragão,MS,Churn,2026-01-13
2584,Premium,89.9,Castro,MA,Churn,2026-01-13
2585,Basico,39.9,da Paz,RJ,Ativo,2026-01-13
2586,Premium,89.9,Cavalcante de Borges,ES,Ativo,2026-01-13
2587,Essencial,59.9,Dias,PA,Ativo,2026-01-13
2588,Premium,89.9,Jesus,RR,Ativo,2026-01-13
2589,Premium,89.9,Andrade,BA,Churn,2026-01-13
2590,Premium,89.9,Moura,SC,Ativo,2026-01-13
2591,Premium,89.9,Vieira de Gonçalves,RO,Ativo,2026-01-13
2592,Premium,89.9,Macedo,RS,Ativo,2026-01-13
2593,Premium,89.9,Ramos de Ramos,TO,Churn,2026-01-13
2594,Premium,89.9,Cavalcanti de Duarte,RS,Ativo,2026-01-13
2595,Essencial,59.9,Machado de da Mota,SC,Ativo,2026-01-13
2596,Premium,89.9,Ferreira,RS,Ativo,2026-01-13
2597,Basico,39.9,Alves,CE,Ativo,2026-01-13
2598,Basico,39.9,Peixoto,PR,Ativo,2026-01-13
2599,Premium,89.9,Guerra das Pedras,PB,Ativo,2026-01-13
2600,Basico,39.9,da Rocha,GO,Ativo,2026-01-13
2601,Basico,39.9,Caldeira,RN,Churn,2026-01-13
2602,Basico,39.9,Mendonça da Serra,BA,Ativo,2026-01-13
2603,Essencial,59.9,Vargas,RS,Ativo,2026-01-13
2604,Premium,89.9,Rezende,MS,Churn,2026-01-13
2605,Premium,89.9,Silveira de da Cruz,DF,Ativo,2026-01-13
2606,Essencial,59.9,Ferreira Alegre,TO,Ativo,2026-01-13
2607,Basico,39.9,Jesus,AC,Ativo,2026-01-13
2608,Essencial,59.9,Almeida,TO,Ativo,2026-01-13
2609,Basico,39.9,Vieira de Minas,PE,Churn,2026-01-13
2610,Essencial,59.9,Moura,ES,Ativo,2026-01-13
2611,Basico,39.9,Abreu,SP,Ativo,2026-01-13
2612,Premium,89.9,Lopes,AM,Ativo,2026-01-13
2613,Basico,39.9,Fonseca de Guerra,PI,Ativo,2026-01-13
2614,Premium,89.9,Camargo,PE,Ativo,2026-01-13
2615,Premium,89.9,Cavalcanti,PR,Churn,2026-01-13
2616,Premium,89.9,Pinto,PB,Ativo,2026-01-13
2617,Premium,89.9,Cavalcante do Oeste,BA,Ativo,2026-01-13
2618,Premium,89.9,Peixoto,CE,Ativo,2026-01-13
2619,Premium,89.9,Azevedo,DF,Ativo,2026-01-13
2620,Essencial,59.9,Rios,TO,Ativo,2026-01-13
2621,Basico,39.9,Moura da Mata,AM,Ativo,2026-01-13
2622,Premium,89.9,Azevedo Verde,RR,Churn,2026-01-13
2623,Premium,89.9,Fonseca,SP,Churn,2026-01-13
2624,Premium,89.9,Cardoso da Mata,AM,Churn,2026-01-13
2625,Premium,89.9,Barbosa,ES,Ativo,2026-01-13
2626,Basico,39.9,Rios,RS,Ativo,2026-01-13
2627,Basico,39.9,da Costa,PI,Ativo,2026-01-13
2628,Premium,89.9,Dias de Goiás,TO,Ativo,2026-01-13
2629,Essencial,59.9,da Paz Verde,AC,Ativo,2026-01-13
2630,Basico,39.9,Câmara,ES,Ativo,2026-01-13
2631,Basico,39.9,Cunha,RO,Ativo,2026-01-13
2632,Premium,89.9,Aragão da Praia,GO,Churn,2026-01-13
2633,Essencial,59.9,da Conceição de Minas,MG,Ativo,2026-01-13
2634,Premium,89.9,Cardoso,RR,Ativo,2026-01-13
2635,Premium,89.9,Borges da Serra,MS,Ativo,2026-01-13
2636,Essencial,59.9,Costa,AP,Ativo,2026-01-13
2637,Essencial,59.9,das Neves,CE,Ativo,2026-01-13
2638,Essencial,59.9,Novais de Andrade,AL,Ativo,2026-01-13
2639,Basico,39.9,Albuquerque do Oeste,MA,Ativo,2026-01-13
2640,Basico,39.9,Moreira do Campo,SC,Ativo,2026-01-13
2641,Premium,89.9,Rezende da Serra,AL,Ativo,2026-01-13
2642,Basico,39.9,Freitas,PA,Ativo,2026-01-13
2643,Premium,89.9,Guerra,GO,Ativo,2026-01-13
2644,Premium,89.9,Mendes de da Cruz,AC,Ativo,2026-01-13
2645,Basico,39.9,Ribeiro de da Luz,AM,Churn,2026-01-13
2646,Essencial,59.9,Moreira,SE,Churn,2026-01-13
2647,Basico,39.9,Siqueira,RO,Ativo,2026-01-13
2648,Premium,89.9,Borges de Oliveira,SE,Ativo,2026-01-13
2649,Basico,39.9,da Conceição,RN,Ativo,2026-01-13
2650,Essencial,59.9,Pacheco,MS,Ativo,2026-01-13
2651,Basico,39.9,Barros Paulista,PI,Ativo,2026-01-13
2652,Basico,39.9,Fogaça de Moreira,PA,Ativo,2026-01-13
2653,Essencial,59.9,Campos,PA,Ativo,2026-01-13
2654,Essencial,59.9,Pimenta de Minas,MT,Ativo,2026-01-13
2655,Basico,39.9,Rocha de da Rosa,MA,Ativo,2026-01-13
2656,Premium,89.9,Rios das Pedras,RR,Ativo,2026-01-13
2657,Basico,39.9,Machado,RS,Ativo,2026-01-13
2658,Basico,39.9,Camargo,AC,Churn,2026-01-13
2659,Essencial,59.9,Almeida Alegre,DF,Churn,2026-01-13
2660,Basico,39.9,Lima do Norte,BA,Churn,2026-01-13
2661,Basico,39.9,Pacheco,RS,Churn,2026-01-13
2662,Basico,39.9,Cassiano de Dias,AL,Ativo,2026-01-13
2663,Premium,89.9,Andrade do Campo,AM,Ativo,2026-01-13
2664,Basico,39.9,da Mota de Minas,RS,Ativo,2026-01-13
2665,Premium,89.9,Correia,AP,Ativo,2026-01-13
2666,Essencial,59.9,Fonseca,RO,Ativo,2026-01-13
2667,Premium,89.9,Silva,PB,Churn,2026-01-13
2668,Essencial,59.9,da Rocha de Minas,BA,Churn,2026-01-13
2669,Basico,39.9,da Mata de Minas,AM,Ativo,2026-01-13
2670,Premium,89.9,da Mata,PB,Ativo,2026-01-13
2671,Basico,39.9,Santos das Flores,RR,Ativo,2026-01-13
2672,Premium,89.9,Viana de Goiás,SC,Ativo,2026-01-13
2673,Premium,89.9,da Mata Verde,BA,Ativo,2026-01-13
2674,Premium,89.9,Oliveira,BA,Ativo,2026-01-13
2675,Essencial,59.9,Rezende das Pedras,AM,Ativo,2026-01-13
2676,Premium,89.9,Sampaio,PB,Ativo,2026-01-13
2677,Premium,89.9,Pires da Mata,ES,Ativo,2026-01-13
2678,Essencial,59.9,Nunes do Norte,MS,Ativo,2026-01-13
2679,Essencial,59.9,Albuquerque,DF,Ativo,2026-01-13
2680,Premium,89.9,Sampaio,SE,Ativo,2026-01-13
2681,Premium,89.9,Guerra,PI,Ativo,2026-01-13
2682,Basico,39.9,Sales,RR,Ativo,2026-01-13
2683,Basico,39.9,Ramos do Galho,RS,Ativo,2026-01-13
2684,Basico,39.9,Castro de Minas,ES,Ativo,2026-01-13
2685,Basico,39.9,Monteiro de da Rosa,CE,Ativo,2026-01-13
2686,Essencial,59.9,Fogaça,PA,Churn,2026-01-13
2687,Premium,89.9,Vieira da Serra,AM,Ativo,2026-01-13
2688,Basico,39.9,Vargas de Guerra,PE,Ativo,2026-01-13
2689,Premium,89.9,Ribeiro de Goiás,PR,Ativo,2026-01-13
2690,Essencial,59.9,Moura,AP,Ativo,2026-01-13
2691,Basico,39.9,Sampaio de Fonseca,MA,Ativo,2026-01-13
2692,Essencial,59.9,Leão,CE,Churn,2026-01-13
2693,Basico,39.9,Campos do Norte,GO,Ativo,2026-01-13
2694,Premium,89.9,Novaes de Cirino,BA,Ativo,2026-01-13
2695,Premium,89.9,Rios do Norte,RR,Ativo,2026-01-13
2696,Basico,39.9,Leão,PR,Ativo,2026-01-13
2697,Essencial,59.9,Nascimento Alegre,CE,Ativo,2026-01-13
2698,Premium,89.9,Vargas de Minas,PI,Ativo,2026-01-13
2699,Essencial,59.9,Dias,RR,Churn,2026-01-13
2700,Premium,89.9,da Cruz,CE,Churn,2026-01-13
2701,Premium,89.9,Cunha da Serra,CE,Ativo,2026-01-13
2702,Premium,89.9,Andrade de Casa Grande,PE,Ativo,2026-01-13
2703,Essencial,59.9,Nascimento,MS,Ativo,2026-01-13
2704,Premium,89.9,Vieira das Flores,RS,Ativo,2026-01-13
2705,Essencial,59.9,Caldeira de Brito,PB,Ativo,2026-01-13
2706,Premium,89.9,Rezende de da Conceição,AC,Churn,2026-01-13
2707,Basico,39.9,Dias de Silva,PE,Ativo,2026-01-13
2708,Premium,89.9,Farias,SC,Ativo,2026-01-13
2709,Basico,39.9,Camargo do Campo,TO,Ativo,2026-01-13
2710,Premium,89.9,Cirino,AL,Ativo,2026-01-13
2711,Basico,39.9,Cunha,PI,Churn,2026-01-13
2712,Basico,39.9,Santos do Sul,RR,Churn,2026-01-13
2713,Premium,89.9,Almeida de Silveira,MG,Ativo,2026-01-13
2714,Premium,89.9,Pereira,RR,Ativo,2026-01-13
2715,Premium,89.9,Siqueira,RS,Ativo,2026-01-13
2716,Essencial,59.9,Barros,PE,Ativo,2026-01-13
2717,Premium,89.9,Barros Alegre,PR,Ativo,2026-01-13
2718,Basico,39.9,Souza,SC,Ativo,2026-01-13
2719,Essencial,59.9,Viana Paulista,MT,Ativo,2026-01-13
2720,Essencial,59.9,Cavalcanti do Sul,RJ,Churn,2026-01-13
2721,Basico,39.9,Aparecida de Lima,GO,Ativo,2026-01-13
2722,Essencial,59.9,Fernandes,MG,Ativo,2026-01-13
2723,Basico,39.9,Farias do Sul,PR,Ativo,2026-01-13
2724,Essencial,59.9,Silva de Caldeira,MT,Ativo,2026-01-13
2725,Premium,89.9,Sales,AC,Ativo,2026-01-13
2726,Basico,39.9,Peixoto,PA,Ativo,2026-01-13
2727,Essencial,59.9,Ferreira da Praia,RR,Churn,2026-01-13
2728,Essencial,59.9,Dias de Câmara,GO,Ativo,2026-01-13
2729,Premium,89.9,da Costa de Pires,AC,Churn,2026-01-13
2730,Basico,39.9,Vieira,ES,Ativo,2026-01-13
2731,Essencial,59.9,Silveira de Sales,RS,Churn,2026-01-13
2732,Essencial,59.9,das Neves,MS,Ativo,2026-01-13
2733,Essencial,59.9,Almeida,MS,Ativo,2026-01-13
2734,Essencial,59.9,Duarte,BA,Ativo,2026-01-13
2735,Essencial,59.9,da Cruz,AM,Ativo,2026-01-13
2736,Basico,39.9,Jesus do Sul,PA,Ativo,2026-01-13
2737,Essencial,59.9,Cavalcante,AP,Ativo,2026-01-13
2738,Basico,39.9,Pereira,RN,Churn,2026-01-13
2739,Essencial,59.9,Teixeira,RO,Churn,2026-01-13
2740,Premium,89.9,Sampaio Verde,MS,Ativo,2026-01-13
2741,Basico,39.9,Barros,PA,Ativo,2026-01-13
2742,Premium,89.9,Moura,PR,Churn,2026-01-13
2743,Basico,39.9,Cunha de Goiás,PE,Ativo,2026-01-13
2744,Essencial,59.9,Almeida de Rios,PE,Churn,2026-01-13
2745,Essencial,59.9,Camargo de Santos,BA,Ativo,2026-01-13
2746,Essencial,59.9,Cavalcante Alegre,RJ,Ativo,2026-01-13
2747,Basico,39.9,Marques do Amparo,TO,Ativo,2026-01-13
2748,Essencial,59.9,Freitas,MS,Ativo,2026-01-13
2749,Essencial,59.9,Aparecida dos Dourados,PB,Ativo,2026-01-13
2750,Essencial,59.9,Cirino do Sul,MT,Ativo,2026-01-13
2751,Premium,89.9,Costela,PR,Ativo,2026-01-13
2752,Basico,39.9,Caldeira,PB,Ativo,2026-01-13
2753,Basico,39.9,Aragão,CE,Ativo,2026-01-13
2754,Basico,39.9,Correia do Oeste,AP,Ativo,2026-01-13
2755,Basico,39.9,Azevedo,PA,Ativo,2026-01-13
2756,Essencial,59.9,Cardoso,RO,Ativo,2026-01-13
2757,Essencial,59.9,Novais,GO,Ativo,2026-01-13
2758,Premium,89.9,Cassiano,AC,Ativo,2026-01-13
2759,Premium,89.9,Albuquerque dos Dourados,TO,Ativo,2026-01-13
2760,Essencial,59.9,Sousa,MT,Ativo,2026-01-13
2761,Essencial,59.9,da Conceição de Camargo,AL,Ativo,2026-01-13
2762,Essencial,59.9,Câmara de da Paz,RR,Ativo,2026-01-13
2763,Essencial,59.9,Nunes,MA,Ativo,2026-01-13
2764,Essencial,59.9,Mendes,PI,Churn,2026-01-13
2765,Essencial,59.9,Moraes do Campo,AP,Ativo,2026-01-13
2766,Essencial,59.9,Costa Verde,PA,Ativo,2026-01-13
2767,Basico,39.9,Sá,AC,Ativo,2026-01-13
2768,Basico,39.9,Vasconcelos de Minas,AP,Ativo,2026-01-13
2769,Essencial,59.9,Aparecida de Cavalcante,RN,Ativo,2026-01-13
2770,Essencial,59.9,Vargas de Minas,MS,Ativo,2026-01-13
2771,Premium,89.9,da Mata de Goiás,RR,Ativo,2026-01-13
2772,Essencial,59.9,Barbosa de Rios,GO,Ativo,2026-01-13
2773,Essencial,59.9,da Paz,MT,Churn,2026-01-13
2774,Essencial,59.9,Souza,MA,Ativo,2026-01-13
2775,Premium,89.9,Vieira,PA,Ativo,2026-01-13
2776,Basico,39.9,Barros,RJ,Ativo,2026-01-13
2777,Essencial,59.9,Barros de Pimenta,AM,Ativo,2026-01-13
2778,Essencial,59.9,Barros Verde,RR,Ativo,2026-01-13
2779,Premium,89.9,da Rocha,CE,Ativo,2026-01-13
2780,Essencial,59.9,Brito,PI,Ativo,2026-01-13
2781,Basico,39.9,Leão Alegre,AM,Ativo,2026-01-13
2782,Premium,89.9,Gomes,AL,Ativo,2026-01-13
2783,Essencial,59.9,Cunha de Borges,SC,Churn,2026-01-13
2784,Essencial,59.9,da Costa,DF,Churn,2026-01-13
2785,Premium,89.9,Nascimento das Pedras,RJ,Churn,2026-01-13
2786,Basico,39.9,Cavalcanti,AC,Ativo,2026-01-13
2787,Essencial,59.9,Fonseca,RR,Ativo,2026-01-13
2788,Basico,39.9,Costa,DF,Ativo,2026-01-13
2789,Essencial,59.9,Vieira do Norte,PA,Ativo,2026-01-13
2790,Premium,89.9,Casa Grande,MT,Ativo,2026-01-13
2791,Basico,39.9,Abreu,RR,Ativo,2026-01-13
2792,Premium,89.9,Moreira do Amparo,RN,Churn,2026-01-13
2793,Basico,39.9,Martins,SP,Ativo,2026-01-13
2794,Basico,39.9,Macedo,PB,Ativo,2026-01-13
2795,Premium,89.9,Pereira,MT,Ativo,2026-01-13
2796,Essencial,59.9,Pastor,AC,Churn,2026-01-13
2797,Premium,89.9,da Paz,TO,Ativo,2026-01-13
2798,Basico,39.9,Macedo,BA,Ativo,2026-01-13
2799,Premium,89.9,Almeida,SC,Ativo,2026-01-13
2800,Basico,39.9,Jesus,PA,Ativo,2026-01-13
2801,Basico,39.9,Viana,SC,Ativo,2026-01-13
2802,Basico,39.9,Casa Grande,AM,Ativo,2026-01-13
2803,Basico,39.9,Brito,PB,Ativo,2026-01-13
2804,Premium,89.9,Cunha da Prata,AP,Ativo,2026-01-13
2805,Basico,39.9,Melo do Campo,AM,Ativo,2026-01-13
2806,Basico,39.9,Rocha do Sul,MT,Churn,2026-01-13
2807,Essencial,59.9,Monteiro Grande,SP,Ativo,2026-01-13
2808,Basico,39.9,Rezende da Serra,DF,Ativo,2026-01-13
2809,Basico,39.9,Siqueira de Albuquerque,DF,Ativo,2026-01-13
2810,Essencial,59.9,Souza,SP,Ativo,2026-01-13
2811,Premium,89.9,Nascimento,MT,Ativo,2026-01-13
2812,Premium,89.9,Sampaio,AM,Ativo,2026-01-13
2813,Essencial,59.9,Barbosa,RS,Churn,2026-01-13
2814,Basico,39.9,Macedo,MG,Ativo,2026-01-13
2815,Essencial,59.9,Barros da Praia,TO,Ativo,2026-01-13
2816,Premium,89.9,Freitas,AM,Churn,2026-01-13
2817,Essencial,59.9,Martins de Moraes,GO,Ativo,2026-01-13
2818,Premium,89.9,da Mata,CE,Ativo,2026-01-13
2819,Basico,39.9,Souza das Flores,PE,Churn,2026-01-13
2820,Basico,39.9,Sales do Oeste,DF,Churn,2026-01-13
2821,Basico,39.9,Peixoto dos Dourados,MS,Ativo,2026-01-13
2822,Basico,39.9,Nunes de Mendonça,RN,Churn,2026-01-13
2823,Essencial,59.9,Freitas,RO,Ativo,2026-01-13
2824,Premium,89.9,Fonseca,MA,Ativo,2026-01-13
2825,Premium,89.9,Novais do Sul,RS,Ativo,2026-01-13
2826,Essencial,59.9,Correia,TO,Ativo,2026-01-13
2827,Essencial,59.9,Lopes,MG,Churn,2026-01-13
2828,Basico,39.9,Nunes,PB,Ativo,2026-01-13
2829,Premium,89.9,Aragão,RS,Ativo,2026-01-13
2830,Basico,39.9,Viana Paulista,MG,Churn,2026-01-13
2831,Essencial,59.9,Casa Grande das Pedras,PE,Ativo,2026-01-13
2832,Basico,39.9,Jesus,MA,Ativo,2026-01-13
2833,Essencial,59.9,Freitas,DF,Ativo,2026-01-13
2834,Essencial,59.9,Ferreira,SC,Ativo,2026-01-13
2835,Premium,89.9,Farias,ES,Churn,2026-01-13
2836,Basico,39.9,Viana de Silveira,CE,Ativo,2026-01-13
2837,Basico,39.9,Barros Paulista,SP,Churn,2026-01-13
2838,Essencial,59.9,Mendonça Alegre,SC,Ativo,2026-01-13
2839,Essencial,59.9,Silveira,AL,Ativo,2026-01-13
2840,Basico,39.9,da Rosa,PB,Ativo,2026-01-13
2841,Essencial,59.9,Rezende do Galho,RR,Ativo,2026-01-13
2842,Essencial,59.9,Borges,ES,Ativo,2026-01-13
2843,Essencial,59.9,Pastor da Praia,AL,Ativo,2026-01-13
2844,Essencial,59.9,Ribeiro,RO,Churn,2026-01-13
2845,Basico,39.9,Moreira do Norte,AL,Ativo,2026-01-13
2846,Essencial,59.9,Guerra do Norte,SC,Ativo,2026-01-13
2847,Basico,39.9,Pimenta das Pedras,RN,Ativo,2026-01-13
2848,Basico,39.9,Rocha da Prata,RR,Ativo,2026-01-13
2849,Essencial,59.9,Sousa da Praia,RR,Churn,2026-01-13
2850,Premium,89.9,Leão,SE,Ativo,2026-01-13
2851,Premium,89.9,Pereira,RJ,Churn,2026-01-13
2852,Premium,89.9,Camargo,MA,Ativo,2026-01-13
2853,Basico,39.9,Santos do Oeste,MS,Ativo,2026-01-13
2854,Essencial,59.9,Leão,AP,Ativo,2026-01-13
2855,Essencial,59.9,Ramos dos Dourados,PA,Ativo,2026-01-13
2856,Premium,89.9,Camargo de Freitas,SC,Churn,2026-01-13
2857,Essencial,59.9,Câmara do Norte,AP,Ativo,2026-01-13
2858,Basico,39.9,Teixeira,PI,Ativo,2026-01-13
2859,Premium,89.9,Barros de Almeida,RR,Churn,2026-01-13
2860,Basico,39.9,Castro de Goiás,PB,Churn,2026-01-13
2861,Basico,39.9,Jesus,MS,Ativo,2026-01-13
2862,Premium,89.9,Garcia Alegre,BA,Ativo,2026-01-13
2863,Basico,39.9,Barbosa,PB,Churn,2026-01-13
2864,Essencial,59.9,Cavalcanti de Fernandes,RJ,Ativo,2026-01-13
2865,Premium,89.9,Santos,RJ,Churn,2026-01-13
2866,Basico,39.9,Sousa de Silva,RO,Ativo,2026-01-13
2867,Basico,39.9,Costela da Prata,BA,Churn,2026-01-13
2868,Basico,39.9,Cardoso das Flores,PR,Ativo,2026-01-13
2869,Essencial,59.9,da Rocha,MS,Ativo,2026-01-13
2870,Premium,89.9,Rocha,RS,Ativo,2026-01-13
2871,Premium,89.9,Rodrigues da Mata,RO,Churn,2026-01-13
2872,Essencial,59.9,Nogueira da Prata,RO,Ativo,2026-01-13
2873,Essencial,59.9,Lima,ES,Ativo,2026-01-13
2874,Essencial,59.9,Cavalcante Paulista,ES,Ativo,2026-01-13
2875,Premium,89.9,Pires,MS,Ativo,2026-01-13
2876,Premium,89.9,Ramos,MS,Ativo,2026-01-13
2877,Essencial,59.9,Moura da Prata,RR,Churn,2026-01-13
2878,Basico,39.9,Casa Grande,ES,Ativo,2026-01-13
2879,Premium,89.9,Peixoto,AC,Ativo,2026-01-13
2880,Premium,89.9,Montenegro,MA,Ativo,2026-01-13
2881,Premium,89.9,Rezende,DF,Ativo,2026-01-13
2882,Basico,39.9,Cunha do Galho,PI,Ativo,2026-01-13
2883,Basico,39.9,Freitas do Campo,PI,Ativo,2026-01-13
2884,Premium,89.9,da Cunha,MG,Ativo,2026-01-13
2885,Premium,89.9,Campos de Andrade,RN,Ativo,2026-01-13
2886,Basico,39.9,Siqueira,CE,Ativo,2026-01-13
2887,Basico,39.9,Mendes de da Luz,PB,Ativo,2026-01-13
2888,Essencial,59.9,Andrade de Cirino,PE,Churn,2026-01-13
2889,Premium,89.9,Cassiano dos Dourados,BA,Ativo,2026-01-13
2890,Premium,89.9,Carvalho Verde,MA,Ativo,2026-01-13
2891,Basico,39.9,Câmara de Fonseca,AP,Ativo,2026-01-13
2892,Essencial,59.9,Brito de da Conceição,PE,Ativo,2026-01-13
2893,Essencial,59.9,Ribeiro do Galho,RR,Ativo,2026-01-13
2894,Premium,89.9,Cavalcanti,SP,Ativo,2026-01-13
2895,Essencial,59.9,Cunha Grande,CE,Ativo,2026-01-13
2896,Essencial,59.9,Nunes das Pedras,MG,Ativo,2026-01-13
2897,Premium,89.9,das Neves,AC,Churn,2026-01-13
2898,Basico,39.9,Alves,MT,Ativo,2026-01-13
2899,Essencial,59.9,Vieira,MT,Ativo,2026-01-13
2900,Essencial,59.9,Fernandes,MA,Ativo,2026-01-13
2901,Essencial,59.9,Fonseca das Flores,DF,Ativo,2026-01-13
2902,Basico,39.9,Marques,PA,Ativo,2026-01-13
2903,Basico,39.9,da Rocha,MS,Ativo,2026-01-13
2904,Basico,39.9,Vargas dos Dourados,RN,Ativo,2026-01-13
2905,Basico,39.9,Correia,BA,Ativo,2026-01-13
2906,Essencial,59.9,Rodrigues do Norte,DF,Ativo,2026-01-13
2907,Basico,39.9,Nunes dos Dourados,SP,Ativo,2026-01-13
2908,Essencial,59.9,Brito,RN,Ativo,2026-01-13
2909,Premium,89.9,Barros,PA,Ativo,2026-01-13
2910,Basico,39.9,Cassiano,RS,Ativo,2026-01-13
2911,Essencial,59.9,Mendes,DF,Ativo,2026-01-13
2912,Basico,39.9,Moura,SP,Ativo,2026-01-13
2913,Basico,39.9,Costa dos Dourados,PE,Ativo,2026-01-13
2914,Basico,39.9,Câmara,RR,Ativo,2026-01-13
2915,Basico,39.9,Freitas Paulista,PI,Ativo,2026-01-13
2916,Essencial,59.9,Albuquerque,AM,Ativo,2026-01-13
2917,Premium,89.9,Costa,DF,Ativo,2026-01-13
2918,Basico,39.9,Novaes de Albuquerque,MT,Ativo,2026-01-13
2919,Premium,89.9,Camargo,GO,Ativo,2026-01-13
2920,Basico,39.9,Gonçalves,PE,Ativo,2026-01-13
2921,Premium,89.9,Alves,PB,Ativo,2026-01-13
2922,Essencial,59.9,Cunha do Sul,AL,Churn,2026-01-13
2923,Premium,89.9,Mendes das Pedras,MT,Ativo,2026-01-13
2924,Essencial,59.9,da Paz,PB,Ativo,2026-01-13
2925,Basico,39.9,Fernandes das Flores,PR,Churn,2026-01-13
2926,Basico,39.9,Lima de da Paz,RN,Ativo,2026-01-13
2927,Basico,39.9,Freitas de Cassiano,TO,Churn,2026-01-13
2928,Premium,89.9,Pires do Norte,DF,Ativo,2026-01-13
2929,Premium,89.9,Fonseca do Galho,MA,Ativo,2026-01-13
2930,Essencial,59.9,Sales de Montenegro,PI,Ativo,2026-01-13
2931,Premium,89.9,Correia,MG,Ativo,2026-01-13
2932,Premium,89.9,Aparecida de Teixeira,RR,Ativo,2026-01-13
2933,Basico,39.9,Garcia,PA,Ativo,2026-01-13
2934,Premium,89.9,Lima,PR,Ativo,2026-01-13
2935,Premium,89.9,Santos de Porto,MA,Churn,2026-01-13
2936,Basico,39.9,Freitas de Monteiro,TO,Churn,2026-01-13
2937,Premium,89.9,Aparecida,PB,Ativo,2026-01-13
2938,Basico,39.9,da Rosa das Pedras,CE,Ativo,2026-01-13
2939,Essencial,59.9,Castro do Amparo,RS,Ativo,2026-01-13
2940,Essencial,59.9,Cunha do Oeste,PI,Ativo,2026-01-13
2941,Premium,89.9,Sá do Oeste,PI,Churn,2026-01-13
2942,Basico,39.9,Câmara,PE,Ativo,2026-01-13
2943,Basico,39.9,Rocha,RJ,Churn,2026-01-13
2944,Essencial,59.9,Costela da Serra,AL,Ativo,2026-01-13
2945,Premium,89.9,Pereira,RO,Ativo,2026-01-13
2946,Basico,39.9,Jesus do Campo,RJ,Ativo,2026-01-13
2947,Essencial,59.9,Brito,SE,Ativo,2026-01-13
2948,Essencial,59.9,da Mata,CE,Ativo,2026-01-13
2949,Premium,89.9,Gomes das Flores,BA,Ativo,2026-01-13
2950,Essencial,59.9,da Cunha,AM,Ativo,2026-01-13
2951,Premium,89.9,Borges,TO,Ativo,2026-01-13
2952,Essencial,59.9,Ramos,MS,Ativo,2026-01-13
2953,Basico,39.9,Melo,MG,Churn,2026-01-13
2954,Basico,39.9,Lopes,DF,Churn,2026-01-13
2955,Essencial,59.9,Sales,MT,Ativo,2026-01-13
2956,Premium,89.9,Silva do Galho,DF,Ativo,2026-01-13
2957,Basico,39.9,Siqueira de da Paz,BA,Ativo,2026-01-13
2958,Essencial,59.9,Castro,PE,Ativo,2026-01-13
2959,Premium,89.9,Camargo,MT,Ativo,2026-01-13
2960,Premium,89.9,Rocha,PI,Churn,2026-01-13
2961,Essencial,59.9,Casa Grande,RS,Ativo,2026-01-13
2962,Premium,89.9,Vargas,AP,Churn,2026-01-13
2963,Basico,39.9,Fonseca de Goiás,AL,Ativo,2026-01-13
2964,Essencial,59.9,Sampaio Grande,RN,Churn,2026-01-13
2965,Essencial,59.9,Gonçalves,SE,Churn,2026-01-13
2966,Essencial,59.9,Novais da Praia,MA,Ativo,2026-01-13
2967,Basico,39.9,Moura,MT,Ativo,2026-01-13
2968,Premium,89.9,Almeida,MT,Ativo,2026-01-13
2969,Premium,89.9,Guerra,RN,Ativo,2026-01-13
2970,Premium,89.9,da Rocha de Fernandes,PI,Ativo,2026-01-13
2971,Premium,89.9,Cirino da Praia,RN,Ativo,2026-01-13
2972,Basico,39.9,Monteiro da Prata,PR,Ativo,2026-01-13
2973,Basico,39.9,Rocha do Sul,GO,Ativo,2026-01-13
2974,Premium,89.9,Lima,RJ,Ativo,2026-01-13
2975,Basico,39.9,Novaes,PB,Ativo,2026-01-13
2976,Basico,39.9,Ramos,AL,Ativo,2026-01-13
2977,Essencial,59.9,Porto,MA,Ativo,2026-01-13
2978,Essencial,59.9,Araújo do Galho,MT,Ativo,2026-01-13
2979,Premium,89.9,Castro de Minas,PE,Ativo,2026-01-13
2980,Premium,89.9,Rodrigues,AC,Ativo,2026-01-13
2981,Premium,89.9,Fogaça Alegre,AL,Ativo,2026-01-13
2982,Basico,39.9,Rodrigues de Moreira,RR,Ativo,2026-01-13
2983,Premium,89.9,Cassiano,PI,Ativo,2026-01-13
2984,Essencial,59.9,Cavalcante de Campos,BA,Ativo,2026-01-13
