id_cliente,id_atendimento,nota_nps,data_pesquisa,categoria
4429,11818,9,2025-09-01 10:10:32,Pet
1012,5929,6,2024-02-02 21:48:23,Residencial
2569,7837,8,2023-03-20 00:01:06,Saúde
4471,18324,9,2023-06-22 21:46:39,Benefícios
2966,18079,9,2023-11-22 19:13:24,Saúde
542,1644,7,2024-06-23 10:44:47,Residencial
3576,1890,7,2025-05-31 00:48:45,Saúde
2970,12682,10,2025-03-27 23:25:50,Saúde
4614,12135,10,2025-05-06 09:26:08,Benefícios
4129,12590,10,2024-10-24 04:54:09,Saúde
2595,3595,10,2025-12-21 12:10:08,Residencial
779,2997,9,2023-03-22 01:57:44,Saúde
4379,4502,9,2024-03-28 22:42:54,Pet
1433,10994,1,2023-02-19 12:09:00,Jurídico
4256,18584,9,2024-10-03 04:03:35,Saúde
1294,3194,10,2024-11-10 07:24:15,Automotivo
4968,5993,10,2023-11-23 21:58:38,Saúde
2652,18957,10,2024-04-20 20:44:53,Jurídico
3271,12737,10,2024-06-06 11:36:47,Jurídico
1728,18283,4,2023-09-02 20:05:15,Saúde
2094,10127,10,2025-03-27 13:06:26,Pet
2951,16939,10,2025-12-29 22:41:29,Jurídico
3270,576,9,2023-06-11 05:41:05,Benefícios
1421,8232,9,2025-07-06 11:44:56,Saúde
3566,1353,8,2023-06-26 05:47:02,Jurídico
2926,3903,6,2023-11-29 02:44:09,Jurídico
2104,16964,9,2024-02-17 17:39:40,Pet
94,12161,8,2023-03-05 22:14:39,Seguro
3661,4155,9,2025-09-28 10:58:55,Residencial
2201,7647,9,2023-07-26 12:21:37,Automotivo
2963,11682,10,2025-10-04 10:15:03,Automotivo
4549,506,10,2024-01-23 09:17:40,Seguro
124,2858,9,2024-01-09 16:08:54,Automotivo
1775,7853,7,2025-09-14 04:09:13,Residencial
3229,1433,10,2023-03-22 02:21:56,Seguro
4037,4555,8,2023-03-02 16:39:37,Automotivo
1286,12963,7,2024-05-19 12:02:06,Automotivo
2986,9815,0,2025-11-15 15:43:56,Pet
3258,9596,10,2025-08-15 17:04:23,Pet
3549,16346,9,2025-03-27 01:54:52,Residencial
2534,8424,7,2023-10-07 12:47:55,Jurídico
4434,3372,10,2024-05-03 07:51:32,Saúde
4622,4368,6,2024-03-18 14:55:24,Residencial
1268,7110,10,2024-04-24 19:40:11,Saúde
3551,14550,10,2024-12-06 07:38:01,Jurídico
531,19389,8,2024-10-25 09:16:41,Saúde
4431,611,10,2024-11-05 06:55:22,Saúde
2016,13539,9,2024-04-13 00:59:02,Saúde
3314,8408,8,2024-12-10 02:26:58,Benefícios
3119,19665,9,2023-09-23 14:38:28,Saúde
4646,18689,6,2025-08-08 07:12:49,Benefícios
3937,10012,9,2023-05-24 04:51:13,Benefícios
879,9252,10,2024-07-15 02:50:54,Benefícios
1291,14260,10,2025-11-19 04:45:30,Saúde
2864,18648,8,2024-09-03 18:47:57,Saúde
2520,17513,10,2023-06-03 13:55:45,Residencial
415,10591,10,2025-06-03 05:29:54,Saúde
1566,3449,9,2023-08-23 06:32:01,Residencial
926,14018,6,2025-12-25 05:50:53,Saúde
4912,4801,6,2025-03-29 00:10:20,Benefícios
1564,9937,7,2025-06-10 07:30:13,Pet
4763,13813,10,2025-05-04 08:56:55,Pet
1044,10295,9,2025-09-11 00:48:36,Benefícios
4457,6166,10,2023-05-20 20:09:21,Residencial
4735,17378,10,2024-07-15 09:01:45,Saúde
4077,19603,10,2025-08-05 18:06:29,Saúde
1670,12591,1,2025-04-11 12:11:14,Saúde
4391,17069,10,2024-10-22 13:52:18,Seguro
193,3945,7,2025-06-07 19:15:25,Pet
4477,8469,10,2023-02-17 08:24:08,Automotivo
3076,4309,10,2024-11-01 07:52:10,Benefícios
465,2920,10,2023-05-15 00:26:30,Jurídico
40,3502,10,2025-06-07 09:22:04,Saúde
1699,13873,7,2024-03-06 09:29:01,Saúde
1117,4661,3,2024-10-30 17:43:31,Residencial
1257,13421,7,2024-09-03 22:43:29,Residencial
912,17111,4,2024-09-24 12:20:46,Automotivo
1075,17491,1,2025-09-12 16:05:56,Saúde
4070,10802,7,2025-10-23 05:36:03,Jurídico
4771,8531,10,2025-05-04 20:23:38,Jurídico
937,449,9,2024-04-10 09:35:30,Saúde
243,10318,9,2025-05-11 22:56:48,Jurídico
1769,8624,9,2025-07-24 15:00:07,Saúde
3730,11256,8,2025-12-16 07:59:34,Pet
3887,14929,10,2024-11-25 21:52:51,Residencial
660,11097,10,2023-12-16 21:51:54,Saúde
1259,16665,1,2025-09-25 06:43:01,Seguro
1495,14079,10,2023-11-27 07:15:09,Saúde
4533,13276,8,2024-05-25 16:47:42,Residencial
2109,8215,8,2023-03-05 17:37:14,Jurídico
1443,5548,10,2023-10-03 04:26:40,Saúde
1474,1128,6,2023-10-20 13:59:11,Jurídico
2463,17114,9,2023-09-20 12:26:15,Saúde
994,4408,10,2025-10-16 01:45:15,Automotivo
3702,1800,9,2024-02-18 17:50:49,Saúde
1447,6435,9,2023-10-27 15:18:09,Jurídico
2011,18956,10,2025-09-13 07:04:54,Jurídico
1410,7525,10,2025-10-01 22:29:43,Jurídico
3200,19390,9,2025-05-06 18:54:08,Saúde
1054,10661,9,2024-05-27 02:21:13,Pet
4294,5016,10,2024-04-03 20:54:31,Residencial
1087,6025,0,2023-05-19 05:01:50,Automotivo
399,12587,9,2024-07-24 08:09:14,Automotivo
1961,3442,10,2024-05-12 00:00:35,Benefícios
2571,9086,10,2024-10-05 07:09:50,Saúde
1980,13953,9,2024-02-05 00:21:56,Saúde
3958,13523,10,2023-11-29 02:49:16,Seguro
1785,4385,8,2023-11-07 02:18:28,Seguro
1577,4289,9,2024-12-22 17:36:46,Pet
4628,13921,7,2024-04-30 05:07:36,Seguro
734,11026,10,2024-05-18 06:47:13,Jurídico
911,14969,10,2025-03-12 19:20:05,Benefícios
1572,11742,10,2025-11-06 19:51:29,Saúde
2853,12114,6,2023-03-17 09:38:30,Saúde
3306,3261,9,2025-11-27 16:22:03,Pet
4903,14975,7,2025-04-30 19:33:24,Seguro
1293,14765,10,2025-12-05 03:25:08,Residencial
3004,6481,6,2024-10-02 05:28:58,Pet
1593,7576,10,2025-05-12 01:36:14,Pet
1120,8689,8,2023-11-13 01:12:40,Seguro
4004,15662,6,2024-03-22 09:45:06,Residencial
862,5071,8,2024-03-25 14:39:01,Saúde
697,10248,8,2024-12-31 10:28:14,Pet
3772,2948,7,2023-10-13 18:11:48,Jurídico
383,2841,10,2024-07-17 08:27:58,Jurídico
528,8123,10,2024-10-12 15:43:09,Automotivo
458,11498,10,2023-04-20 06:54:59,Jurídico
442,8411,6,2025-06-21 08:08:35,Seguro
888,178,6,2023-03-22 14:33:23,Pet
3660,7817,9,2023-06-22 22:35:58,Saúde
592,12377,7,2023-10-26 18:29:56,Pet
4898,14194,7,2024-12-24 15:06:56,Pet
2598,11667,8,2024-07-05 08:43:00,Pet
3270,8942,7,2025-06-28 05:59:58,Pet
2527,4082,9,2023-07-10 02:03:12,Automotivo
4228,1512,10,2025-09-08 06:58:09,Residencial
3740,7415,3,2025-07-30 18:01:08,Automotivo
1262,9346,10,2023-08-11 15:10:27,Saúde
1378,3943,0,2024-05-28 16:15:37,Seguro
4895,17632,10,2025-01-11 11:57:17,Automotivo
3426,14347,8,2023-07-24 05:39:47,Residencial
4628,8486,10,2025-12-01 09:07:12,Saúde
3511,19274,6,2023-09-13 09:10:43,Jurídico
4825,18345,9,2025-06-02 05:23:05,Saúde
3445,7556,10,2024-05-19 13:03:02,Benefícios
2531,474,5,2023-12-06 21:23:44,Benefícios
2530,10090,7,2025-05-12 14:53:53,Benefícios
2708,18849,8,2023-08-04 07:01:30,Residencial
3568,1847,10,2023-08-26 09:01:40,Benefícios
610,13173,6,2025-09-02 19:33:46,Pet
1937,14843,9,2025-04-17 05:41:02,Seguro
365,7657,10,2024-01-20 07:50:50,Saúde
2264,19192,9,2023-08-29 03:07:51,Pet
831,16561,9,2024-08-02 19:00:27,Jurídico
180,6308,1,2024-06-22 01:01:54,Seguro
259,19445,7,2025-11-06 01:34:47,Jurídico
3253,1328,9,2025-01-11 08:55:23,Saúde
308,6791,6,2024-01-21 18:53:57,Seguro
2402,3419,10,2023-09-22 04:13:18,Saúde
4473,11258,8,2025-07-15 12:52:39,Saúde
4152,7039,7,2023-02-28 08:47:52,Jurídico
4057,6324,7,2024-11-14 11:27:52,Saúde
4018,1682,10,2025-09-18 17:22:15,Residencial
3593,1453,5,2024-09-19 17:56:32,Benefícios
2883,776,9,2025-02-23 22:26:36,Saúde
3116,2110,9,2025-11-20 01:34:33,Saúde
3177,11416,10,2023-12-14 12:55:52,Seguro
1434,15297,9,2024-04-07 07:27:04,Pet
4672,10018,9,2023-03-03 14:37:22,Saúde
1875,1366,9,2025-08-18 05:15:08,Automotivo
522,9911,8,2024-02-19 11:06:01,Pet
861,10159,10,2025-03-06 23:49:44,Automotivo
2930,8145,10,2025-12-20 11:04:45,Residencial
132,8058,10,2024-08-04 00:16:50,Jurídico
154,8115,10,2023-03-27 03:57:41,Seguro
386,12688,10,2024-06-26 16:59:10,Pet
4995,300,8,2023-11-04 20:56:53,Benefícios
940,1108,10,2024-10-15 17:57:52,Benefícios
2165,851,2,2023-11-01 13:40:01,Automotivo
2313,5450,8,2024-01-30 11:57:28,Automotivo
3164,8931,9,2025-02-28 03:21:55,Saúde
676,7473,10,2023-05-16 18:56:49,Benefícios
4707,7467,10,2025-11-13 15:12:35,Residencial
1933,2247,8,2024-11-30 04:29:25,Residencial
3761,16188,10,2023-08-22 08:37:39,Saúde
363,17867,8,2023-04-14 20:36:22,Seguro
3499,3032,9,2023-06-03 04:33:11,Saúde
2573,1609,7,2024-04-06 07:27:55,Residencial
2841,9913,10,2025-01-11 20:11:07,Saúde
827,5737,3,2024-06-02 10:04:08,Saúde
3658,9,7,2023-11-18 01:50:45,Saúde
334,13181,7,2024-09-04 18:23:05,Jurídico
1882,5972,10,2024-03-02 15:43:35,Pet
2127,19084,9,2025-11-19 07:03:21,Seguro
4949,4041,9,2025-01-02 13:54:58,Saúde
24,17902,7,2025-10-14 03:02:37,Residencial
1609,12554,6,2025-05-14 09:55:49,Saúde
1839,11520,10,2024-11-15 04:40:52,Pet
2398,13190,9,2023-01-02 15:29:43,Automotivo
1966,15629,10,2024-10-11 01:24:39,Benefícios
3494,16259,9,2024-08-30 19:47:58,Benefícios
3999,5102,9,2023-01-12 14:03:15,Residencial
661,16278,8,2024-09-01 21:14:25,Benefícios
2302,15047,8,2025-01-07 19:36:24,Saúde
2437,3098,10,2023-11-10 12:18:25,Pet
4462,9706,5,2025-04-14 00:58:49,Benefícios
2236,18061,2,2023-03-14 03:37:22,Benefícios
1903,4788,5,2024-10-27 15:33:06,Automotivo
1488,13627,6,2024-04-10 18:15:16,Benefícios
2370,16787,10,2025-11-23 19:11:46,Benefícios
620,14912,9,2025-03-13 23:21:30,Saúde
2885,16339,7,2024-08-28 14:38:09,Jurídico
4605,8974,10,2023-07-21 10:31:38,Automotivo
4562,8936,8,2024-07-24 07:34:00,Seguro
4802,3658,9,2024-08-23 11:41:11,Benefícios
1706,3707,10,2023-12-30 01:34:14,Saúde
1411,1191,9,2024-05-11 12:28:49,Benefícios
3273,11392,10,2024-07-11 07:51:01,Residencial
2152,18219,9,2025-04-22 22:46:30,Seguro
4497,15313,7,2023-06-14 23:42:37,Automotivo
685,14143,8,2023-08-22 03:51:57,Pet
1551,13070,9,2024-12-18 07:05:18,Benefícios
4155,9406,10,2023-07-15 20:44:27,Pet
75,5847,4,2024-11-13 21:15:43,Jurídico
3072,15825,10,2024-10-09 12:32:57,Seguro
1523,13397,7,2023-05-24 12:56:44,Residencial
1011,9199,9,2025-03-27 20:46:28,Saúde
68,19543,6,2025-03-03 18:34:22,Saúde
2285,7727,8,2025-07-29 11:28:00,Jurídico
2852,5736,10,2023-10-11 12:08:14,Saúde
1484,18434,10,2025-02-02 20:15:08,Pet
2101,6445,9,2025-11-30 14:35:16,Residencial
952,10605,9,2025-07-30 13:52:50,Saúde
2378,10860,10,2025-10-18 17:36:56,Jurídico
99,13507,10,2023-10-20 09:14:42,Automotivo
3106,5941,8,2024-08-04 06:05:47,Saúde
476,12297,9,2024-07-07 10:17:47,Residencial
830,7507,8,2025-03-28 05:08:32,Saúde
4632,19548,5,2024-04-13 07:49:06,Saúde
2177,6608,5,2024-10-19 03:09:48,Seguro
2486,11193,10,2023-04-24 15:32:37,Automotivo
4387,11583,10,2023-03-04 12:50:40,Seguro
3529,16150,10,2025-08-07 22:44:24,Automotivo
4841,2479,10,2025-12-22 06:22:25,Saúde
4354,8937,10,2024-06-19 10:14:17,Jurídico
4302,13149,9,2025-11-07 17:51:26,Automotivo
2449,18594,10,2023-04-24 11:57:09,Saúde
1991,12701,10,2023-12-25 01:45:59,Jurídico
145,6581,10,2024-10-07 14:05:20,Jurídico
2980,1809,6,2024-12-16 05:19:16,Residencial
1222,7586,9,2025-07-29 15:18:45,Automotivo
3713,15572,7,2023-05-04 14:47:20,Seguro
4408,16102,4,2024-02-20 22:53:56,Jurídico
4454,264,10,2023-06-22 19:41:30,Jurídico
407,15819,7,2024-04-14 04:05:04,Seguro
3061,19271,6,2024-03-25 04:57:46,Automotivo
178,8728,10,2024-06-24 08:01:50,Residencial
4989,15453,4,2025-03-11 15:07:58,Pet
3561,14295,8,2025-04-18 01:26:35,Seguro
2364,1572,6,2024-03-31 12:29:14,Jurídico
3200,12379,2,2024-08-15 11:35:12,Pet
3993,13472,9,2025-09-18 00:49:01,Saúde
2037,6485,8,2023-09-25 21:52:35,Seguro
3464,12571,9,2024-05-19 06:00:48,Automotivo
4,10981,8,2024-06-18 06:48:40,Saúde
3424,19841,4,2025-04-27 09:50:13,Benefícios
2055,14312,10,2024-01-02 03:19:22,Jurídico
1883,1371,8,2024-04-13 02:24:07,Saúde
1260,3091,10,2024-06-28 09:57:00,Saúde
2860,5039,9,2025-03-19 18:01:55,Automotivo
4953,14507,10,2023-04-11 20:52:59,Jurídico
970,12834,2,2025-04-03 23:46:49,Saúde
3521,15725,7,2025-08-09 01:50:02,Automotivo
2147,15345,5,2025-02-21 07:28:05,Residencial
3016,18492,9,2023-03-13 23:23:02,Saúde
1449,16591,10,2024-12-06 07:41:09,Benefícios
1577,14959,7,2023-04-28 19:30:57,Jurídico
4482,18374,2,2025-01-18 07:20:28,Jurídico
509,18138,7,2025-10-24 19:09:00,Residencial
4623,16547,7,2023-10-23 15:02:23,Seguro
3767,17892,10,2024-05-30 03:12:03,Automotivo
4806,5550,9,2024-04-15 21:15:57,Seguro
3166,9144,8,2024-11-19 14:14:52,Saúde
4407,14203,10,2024-07-26 23:16:17,Pet
1164,13084,7,2024-09-19 17:33:54,Jurídico
4751,14104,5,2023-05-18 14:29:43,Saúde
3284,10011,10,2024-02-07 03:37:53,Saúde
597,11452,9,2023-04-29 23:51:10,Benefícios
2527,14670,10,2024-12-08 10:35:42,Seguro
2135,15187,10,2024-01-12 11:37:25,Seguro
1420,12971,9,2024-05-29 09:02:54,Jurídico
64,19677,8,2025-03-28 02:37:19,Residencial
2503,1977,7,2025-04-03 13:51:01,Residencial
4833,11150,7,2025-06-17 21:38:30,Saúde
2483,1443,8,2025-10-17 01:08:47,Jurídico
748,8675,9,2023-02-10 03:12:37,Saúde
3433,7511,10,2024-09-07 10:24:03,Saúde
3980,2310,10,2023-03-11 05:01:40,Jurídico
1089,12246,9,2025-05-31 21:26:12,Automotivo
1854,1767,5,2025-04-11 00:04:20,Saúde
4037,19577,10,2025-12-14 10:12:53,Pet
602,9396,10,2024-07-01 08:03:03,Benefícios
1960,11648,9,2025-02-12 15:36:11,Seguro
4874,1489,10,2023-03-02 13:06:22,Benefícios
3960,4908,8,2023-03-30 01:59:47,Jurídico
3220,9647,9,2024-02-06 11:03:12,Pet
3116,7883,10,2023-03-16 07:26:02,Benefícios
4983,11897,10,2025-04-29 10:24:45,Pet
4258,7347,10,2023-05-15 23:58:40,Pet
3288,19789,6,2025-11-25 05:01:55,Saúde
4611,7388,9,2023-06-01 00:17:53,Pet
3286,15174,10,2025-01-08 05:58:49,Residencial
3006,9214,10,2024-08-11 20:02:56,Seguro
2836,14404,7,2025-12-01 06:03:34,Automotivo
3915,4639,6,2024-01-29 15:21:37,Jurídico
4994,10053,10,2025-07-21 05:51:40,Automotivo
3900,19610,8,2023-02-17 22:26:30,Benefícios
4923,14828,8,2025-01-20 00:03:37,Benefícios
2798,14111,10,2025-08-14 18:25:40,Benefícios
2338,1656,9,2024-05-06 11:01:58,Jurídico
2863,9039,10,2024-06-15 14:08:51,Benefícios
3898,2862,7,2024-11-17 15:49:00,Pet
86,5432,9,2024-06-29 17:01:17,Residencial
1612,7564,4,2023-03-23 21:58:01,Automotivo
407,2184,9,2024-05-17 04:11:34,Saúde
2075,14776,9,2024-07-01 06:28:07,Residencial
2363,7908,9,2024-07-01 10:57:33,Automotivo
3954,18757,7,2024-12-14 11:15:04,Residencial
2785,6548,10,2023-07-28 19:34:37,Residencial
1410,19703,9,2024-08-08 02:51:08,Saúde
3339,16508,9,2023-05-07 22:26:15,Benefícios
4033,13558,10,2024-02-24 18:09:48,Jurídico
4118,4813,9,2024-04-10 17:56:56,Residencial
3363,2127,8,2024-05-30 09:39:31,Automotivo
2028,15396,9,2024-10-01 22:50:23,Automotivo
4978,15428,5,2025-12-04 16:30:48,Seguro
734,1012,10,2025-02-02 05:10:23,Pet
1143,8370,6,2023-12-05 12:07:55,Saúde
3356,2089,10,2025-05-14 18:17:24,Saúde
2917,14107,6,2025-06-05 04:58:54,Residencial
4201,982,9,2023-07-10 04:50:35,Pet
3436,7160,9,2024-03-15 10:05:44,Saúde
445,6452,8,2024-07-15 06:41:22,Residencial
4541,12640,9,2025-09-28 10:58:08,Benefícios
1803,4835,8,2024-07-19 05:36:50,Residencial
407,9673,7,2023-08-30 18:45:25,Pet
2639,5268,8,2025-10-01 07:00:13,Automotivo
431,6111,9,2023-03-04 23:01:15,Saúde
2476,8343,10,2024-07-18 18:39:25,Seguro
3622,1247,9,2023-10-16 14:31:03,Residencial
3871,18484,1,2023-03-06 21:32:52,Benefícios
3488,2075,8,2024-07-31 19:34:20,Seguro
3264,10461,10,2025-02-16 23:04:38,Seguro
577,7048,9,2025-03-05 19:27:35,Saúde
1334,19791,7,2025-12-14 19:17:03,Saúde
1130,8828,10,2025-06-15 19:38:28,Automotivo
1097,3291,9,2024-08-30 05:09:25,Residencial
3482,915,10,2025-10-05 04:31:00,Pet
2715,14345,10,2025-07-15 06:03:10,Jurídico
4999,14947,8,2023-02-26 14:09:55,Residencial
975,16393,9,2023-09-15 20:06:18,Automotivo
3586,6390,8,2024-07-14 16:52:25,Benefícios
3062,18830,9,2025-07-21 08:37:13,Pet
4415,11744,9,2025-02-24 08:19:21,Saúde
4038,6495,9,2023-06-29 13:08:50,Residencial
1911,14519,7,2024-02-04 09:56:55,Pet
1061,8409,9,2024-11-27 18:41:38,Residencial
2450,15193,5,2025-12-13 14:01:15,Jurídico
1640,7946,4,2024-05-25 13:28:37,Automotivo
4642,19862,8,2023-03-30 20:56:01,Jurídico
2861,15389,4,2025-11-16 03:35:01,Benefícios
478,17032,8,2024-05-02 04:20:29,Seguro
2953,10616,7,2025-07-13 00:05:16,Automotivo
1754,3388,9,2024-01-30 11:11:12,Jurídico
344,16810,9,2025-07-24 20:43:55,Residencial
3616,18057,5,2023-04-04 03:33:47,Residencial
3611,15214,6,2023-05-05 04:48:41,Automotivo
2285,17274,10,2024-05-01 02:30:26,Saúde
1326,3814,4,2024-09-03 13:23:08,Automotivo
4826,797,9,2025-11-28 04:55:52,Benefícios
3169,10217,7,2024-02-09 23:49:39,Saúde
537,13979,7,2024-02-11 10:15:47,Seguro
662,17442,7,2023-08-11 20:16:11,Seguro
4741,2620,5,2024-02-18 05:43:06,Saúde
4414,11290,6,2024-01-09 14:49:33,Automotivo
1565,9287,9,2024-12-06 08:28:57,Automotivo
1657,1749,9,2023-06-10 03:33:01,Benefícios
1981,17532,5,2025-06-11 09:52:14,Residencial
3839,8661,9,2024-12-17 03:44:12,Saúde
4603,5310,10,2023-09-18 19:51:33,Jurídico
4428,1123,8,2023-07-12 22:12:47,Residencial
1481,3102,8,2025-09-19 21:14:05,Jurídico
3766,85,9,2024-09-07 07:15:44,Pet
1938,16017,9,2023-06-01 22:54:36,Pet
1891,17304,10,2024-09-05 04:08:25,Jurídico
2228,13567,10,2025-06-02 14:49:33,Saúde
3627,11584,8,2025-12-07 17:51:35,Saúde
1011,3100,9,2024-01-30 03:29:19,Saúde
225,9093,2,2025-07-15 23:14:35,Benefícios
4479,9971,10,2024-08-09 00:53:59,Saúde
709,11569,9,2024-07-28 03:05:44,Benefícios
525,12619,8,2023-04-10 04:22:39,Residencial
1838,14601,8,2023-08-28 18:36:42,Pet
2560,12144,10,2025-01-26 16:40:35,Seguro
754,17928,10,2024-04-08 05:51:47,Saúde
743,17134,4,2025-12-01 22:51:51,Automotivo
433,5659,10,2025-11-11 18:10:56,Residencial
2776,17283,7,2023-01-23 21:14:04,Saúde
333,10812,10,2024-12-24 12:11:05,Benefícios
1954,13406,10,2023-08-30 09:56:00,Benefícios
2812,19857,9,2025-10-19 12:44:04,Saúde
4443,5119,10,2025-03-05 03:02:51,Pet
1468,2232,10,2025-11-05 08:57:18,Saúde
1540,13555,10,2023-03-18 13:25:40,Saúde
2204,3054,6,2024-02-10 10:15:15,Residencial
3787,9729,10,2025-07-29 19:37:33,Saúde
2815,6099,10,2023-07-01 20:18:28,Automotivo
3869,15983,6,2025-02-04 00:19:51,Pet
1075,14464,6,2025-09-08 07:43:03,Saúde
1712,1593,3,2025-01-19 11:34:33,Benefícios
1075,4851,3,2025-06-18 06:06:22,Seguro
2489,19566,7,2024-11-21 18:58:46,Saúde
1319,12816,8,2023-08-24 04:00:08,Pet
2184,5690,9,2024-01-27 09:15:40,Pet
303,10599,9,2023-08-09 06:32:44,Residencial
2722,9567,10,2025-03-20 09:24:02,Benefícios
2408,3222,8,2023-07-08 09:25:00,Automotivo
1783,14169,8,2023-04-30 18:43:19,Saúde
3965,8917,9,2025-07-18 20:23:43,Automotivo
3635,3547,10,2023-08-09 15:26:03,Residencial
856,13959,10,2024-01-19 11:17:03,Saúde
2762,2405,10,2024-01-08 11:47:26,Jurídico
856,19465,9,2024-02-07 16:48:16,Jurídico
2082,5712,4,2023-05-29 13:09:46,Seguro
1958,3370,9,2023-08-02 10:42:01,Residencial
2285,8011,5,2025-04-05 06:36:54,Jurídico
1635,17381,10,2023-01-02 07:01:53,Benefícios
248,11675,10,2025-03-29 05:20:38,Automotivo
3334,17118,10,2025-10-08 22:21:24,Pet
3992,15239,7,2024-03-30 11:51:03,Residencial
616,14095,9,2024-01-11 09:20:10,Saúde
15,8611,7,2023-03-10 07:40:31,Jurídico
1545,13745,9,2024-02-17 17:03:16,Pet
4370,14269,10,2023-01-13 12:38:22,Residencial
761,435,10,2024-02-11 10:33:09,Seguro
1984,2529,10,2024-10-15 21:59:03,Saúde
1323,6225,9,2024-09-21 20:09:19,Benefícios
2876,4857,9,2023-08-26 17:50:47,Automotivo
4827,18529,9,2023-04-28 21:04:23,Jurídico
1111,19597,8,2024-05-05 20:18:52,Saúde
3034,11058,9,2025-11-14 19:06:14,Benefícios
881,2835,9,2025-07-19 00:06:57,Saúde
1170,2204,10,2025-02-02 00:13:17,Pet
3355,3446,10,2024-10-19 18:21:01,Residencial
3201,5827,7,2024-03-25 15:17:04,Residencial
1493,18733,8,2025-11-01 10:17:48,Benefícios
1227,510,3,2025-11-29 16:00:44,Residencial
2063,4281,10,2023-09-30 07:12:00,Automotivo
271,15930,10,2025-01-31 01:50:51,Seguro
1878,17893,7,2024-12-23 10:02:42,Pet
4410,12959,9,2024-01-13 20:08:21,Automotivo
3516,8333,10,2025-07-18 13:52:03,Automotivo
2371,7745,9,2023-12-29 19:00:53,Residencial
3147,18167,9,2025-02-21 11:02:16,Saúde
4577,19356,9,2024-05-29 22:58:33,Automotivo
1673,8915,10,2025-09-08 17:14:57,Pet
2129,12957,9,2025-05-25 21:42:49,Seguro
3209,17487,10,2023-09-28 13:43:10,Pet
4383,7303,10,2025-07-05 17:46:01,Automotivo
2508,9416,9,2023-06-01 01:54:49,Jurídico
718,13097,9,2024-01-04 14:06:19,Pet
4108,8365,10,2023-07-20 20:33:57,Seguro
1746,7673,8,2023-06-27 19:15:07,Automotivo
2705,13016,10,2025-10-16 15:43:52,Automotivo
171,18124,10,2025-06-22 09:01:04,Saúde
1477,933,9,2023-04-27 10:56:07,Pet
3777,13900,10,2024-10-05 12:30:12,Jurídico
2192,18190,7,2023-08-08 02:52:44,Benefícios
4225,17528,9,2025-03-03 19:32:05,Pet
852,14058,9,2023-12-25 15:06:27,Benefícios
156,3686,5,2024-03-17 14:43:24,Automotivo
1019,3485,10,2025-07-17 04:16:19,Saúde
3300,18579,9,2025-03-19 09:52:45,Benefícios
3773,12560,10,2025-06-10 09:32:01,Seguro
3845,15848,10,2023-03-14 18:22:26,Benefícios
2532,6467,10,2025-05-30 21:41:55,Seguro
2020,11347,8,2025-08-28 13:26:33,Residencial
1781,3338,10,2023-12-01 00:03:54,Residencial
41,1369,8,2023-08-22 09:54:01,Seguro
1076,19226,9,2024-12-30 21:31:42,Automotivo
962,9512,1,2024-09-09 21:44:23,Jurídico
4842,1548,10,2025-01-13 14:41:55,Saúde
407,6052,10,2025-04-01 23:21:35,Benefícios
4552,2585,9,2025-11-05 21:34:11,Saúde
1432,17476,7,2023-03-09 18:49:43,Saúde
1876,19436,9,2024-05-09 18:31:56,Jurídico
3708,9614,10,2023-12-19 04:58:01,Saúde
361,7364,8,2024-06-28 01:49:56,Residencial
3755,1819,9,2024-04-28 21:32:03,Jurídico
916,10926,8,2024-10-05 18:53:15,Benefícios
495,18609,9,2023-03-25 03:39:38,Automotivo
3145,354,9,2023-10-14 07:33:38,Residencial
4151,9069,7,2024-02-03 21:59:31,Jurídico
1395,18948,9,2025-04-19 00:29:56,Saúde
4076,1083,10,2023-06-21 07:46:24,Saúde
1877,7970,10,2025-10-12 18:15:57,Pet
2321,18682,7,2023-08-21 04:26:47,Pet
2372,1936,9,2023-01-02 08:37:48,Benefícios
1263,11916,9,2025-11-13 17:51:24,Benefícios
544,4900,9,2023-02-01 12:45:56,Saúde
608,11792,9,2023-07-25 11:05:27,Saúde
365,5658,8,2023-01-11 16:28:08,Seguro
617,8767,9,2023-11-12 10:39:56,Saúde
4578,14710,9,2024-10-24 00:55:44,Residencial
935,3992,10,2025-10-20 15:48:23,Pet
3835,3448,10,2023-08-06 16:28:28,Saúde
275,19606,9,2024-07-03 19:36:23,Saúde
124,7787,9,2025-06-19 23:11:33,Saúde
50,17475,9,2023-03-23 09:54:17,Benefícios
1295,8608,10,2024-05-15 01:36:31,Pet
2413,11702,8,2023-09-11 16:50:14,Saúde
1463,15768,9,2025-08-08 21:11:04,Seguro
3378,15188,2,2023-10-28 09:32:31,Saúde
3618,18871,7,2025-10-17 02:00:05,Saúde
4836,2565,7,2023-06-25 04:22:10,Saúde
1272,2919,2,2023-10-14 14:57:38,Seguro
2047,4596,8,2025-08-13 02:02:01,Saúde
4683,5158,10,2024-06-22 20:44:56,Seguro
4784,5863,10,2023-11-06 20:20:44,Saúde
3740,17792,10,2025-01-23 14:10:17,Seguro
3172,5322,7,2025-03-16 12:52:20,Residencial
1194,8201,10,2025-10-20 14:14:17,Saúde
1574,11914,6,2025-04-24 22:18:16,Benefícios
87,12960,9,2024-05-06 11:09:13,Pet
3927,10778,9,2023-02-23 21:49:19,Jurídico
1571,15004,10,2024-03-19 08:16:02,Residencial
3106,5143,10,2023-09-22 07:23:20,Saúde
