id_atendimento,id_cliente,id_servico,data_abertura,data_fechamento,tempo_atendimento_min,custo_real,sla_real_min,ano,mes,plano,categoria
13038,2880,6,2024-01-29 09:20:56,2024-01-29 13:17:56,237,81.21784016201362,237.0,2024,1,Premium,Pet
13039,782,4,2025-02-16 16:57:37,2025-02-16 19:24:37,147,230.51202305381736,147.0,2025,2,Basico,Saúde
13040,2098,3,2025-04-24 19:44:13,2025-04-24 23:37:13,233,193.4672420454042,233.0,2025,4,Basico,Saúde
13041,1974,2,2024-09-25 16:53:46,2024-09-25 18:52:46,119,97.00361142595442,119.0,2024,9,Essencial,Automotivo
13042,957,5,2024-07-19 09:52:08,2024-07-19 12:51:08,179,69.0316254004487,179.0,2024,7,Essencial,Benefícios
13043,2843,6,2023-02-01 19:39:44,2023-02-01 21:15:44,96,217.62880578631496,96.0,2023,2,Essencial,Pet
13044,3916,3,2023-08-03 19:15:42,2023-08-03 20:34:42,79,223.92493900097077,79.0,2023,8,Premium,Saúde
13045,1351,3,2024-03-21 17:53:58,2024-03-21 18:47:58,54,48.872527215728574,54.0,2024,3,Basico,Saúde
13046,2685,1,2023-05-14 01:36:38,2023-05-14 04:01:38,145,170.61847627317138,145.0,2023,5,Basico,Residencial
13047,133,4,2024-03-27 15:51:29,2024-03-27 19:31:29,220,221.12729550652804,220.0,2024,3,Premium,Saúde
13048,3392,3,2024-11-15 04:43:19,2024-11-15 05:09:19,26,43.23459620575049,26.0,2024,11,Essencial,Saúde
13049,3372,2,2023-10-26 07:43:33,2023-10-26 08:25:33,42,172.28168350050987,42.0,2023,10,Basico,Automotivo
13050,3880,4,2025-11-02 16:02:20,2025-11-02 18:53:20,171,231.67888955246016,171.0,2025,11,Basico,Saúde
13051,4555,7,2025-03-22 19:45:53,2025-03-22 21:20:53,95,198.34685660883468,95.0,2025,3,Basico,Seguro
13052,451,6,2025-01-12 21:44:56,2025-01-13 02:02:56,258,191.57691256934672,258.0,2025,1,Essencial,Pet
13053,852,1,2023-03-08 13:34:23,2023-03-08 17:32:23,238,63.742825794216586,238.0,2023,3,Basico,Residencial
13054,192,3,2024-07-19 14:08:24,2024-07-19 14:41:24,33,136.791729120848,33.0,2024,7,Premium,Saúde
13055,1787,3,2025-10-20 23:16:51,2025-10-21 01:46:51,150,82.44771421767295,150.0,2025,10,Premium,Saúde
13056,3236,4,2023-09-30 14:17:29,2023-09-30 15:25:29,68,56.96148869389518,68.0,2023,9,Basico,Saúde
13057,1591,2,2023-05-06 01:24:14,2023-05-06 06:09:14,285,192.58921437948703,285.0,2023,5,Premium,Automotivo
13058,4280,4,2024-06-24 22:29:44,2024-06-25 02:09:44,220,66.7796358639185,220.0,2024,6,Essencial,Saúde
13059,1130,7,2023-07-01 21:35:19,2023-07-02 01:19:19,224,107.73775710649744,224.0,2023,7,Essencial,Seguro
13060,4035,2,2024-03-13 07:19:27,2024-03-13 07:58:27,39,130.0637010573884,39.0,2024,3,Premium,Automotivo
13061,523,4,2023-05-17 10:40:29,2023-05-17 15:37:29,297,54.52408795259204,297.0,2023,5,Premium,Saúde
13062,2481,2,2024-10-04 12:38:23,2024-10-04 14:27:23,109,102.77300480182552,109.0,2024,10,Essencial,Automotivo
13063,3519,2,2025-05-19 12:22:35,2025-05-19 15:41:35,199,122.26049582341668,199.0,2025,5,Premium,Automotivo
13064,3467,2,2025-07-25 10:23:25,2025-07-25 14:37:25,254,110.16889124888472,254.0,2025,7,Premium,Automotivo
13065,2077,3,2024-12-30 02:31:07,2024-12-30 02:54:07,23,59.67020658705047,23.0,2024,12,Basico,Saúde
13066,4740,5,2023-04-17 18:10:30,2023-04-17 21:53:30,223,127.8061975015763,223.0,2023,4,Essencial,Benefícios
13067,1016,3,2023-08-13 07:06:21,2023-08-13 10:16:21,190,124.8441130662922,190.0,2023,8,Essencial,Saúde
13068,4947,6,2023-04-26 15:49:56,2023-04-26 19:38:56,229,105.83334917947504,229.0,2023,4,Basico,Pet
13069,1995,4,2025-05-20 03:41:11,2025-05-20 05:45:11,124,59.6850159832542,124.0,2025,5,Essencial,Saúde
13070,1551,5,2024-12-17 04:46:18,2024-12-17 07:05:18,139,69.33409961431238,139.0,2024,12,Basico,Benefícios
13071,3359,8,2025-12-09 11:28:03,2025-12-09 14:49:03,201,44.43010916882439,201.0,2025,12,Essencial,Jurídico
13072,2263,6,2025-11-18 09:03:55,2025-11-18 09:20:55,17,117.25867634242518,17.0,2025,11,Premium,Pet
13073,789,7,2025-12-09 18:44:32,2025-12-09 21:29:32,165,72.24771672912209,165.0,2025,12,Premium,Seguro
13074,749,7,2024-12-19 07:46:10,2024-12-19 11:23:10,217,106.23846848269316,217.0,2024,12,Essencial,Seguro
13075,1168,4,2025-08-24 16:40:24,2025-08-24 17:44:24,64,163.4331631545393,64.0,2025,8,Premium,Saúde
13076,1056,8,2023-01-09 00:23:21,2023-01-09 04:25:21,242,143.4340969092596,242.0,2023,1,Essencial,Jurídico
13077,4868,3,2024-03-28 17:58:16,2024-03-28 20:47:16,169,56.73854286392701,169.0,2024,3,Basico,Saúde
13078,3545,3,2025-04-29 14:14:14,2025-04-29 16:40:14,146,105.05631931540208,146.0,2025,4,Basico,Saúde
13079,1657,1,2024-04-18 04:35:52,2024-04-18 07:55:52,200,51.483325130566655,200.0,2024,4,Basico,Residencial
13080,2978,3,2023-08-18 01:50:56,2023-08-18 02:38:56,48,193.26644456803996,48.0,2023,8,Essencial,Saúde
13081,3503,3,2025-10-18 21:51:14,2025-10-19 01:12:14,201,208.3400340599985,201.0,2025,10,Essencial,Saúde
13082,4106,6,2023-12-12 21:04:52,2023-12-12 23:48:52,164,112.33557520420948,164.0,2023,12,Premium,Pet
13083,37,3,2025-03-23 16:31:01,2025-03-23 18:45:01,134,139.76048973076752,134.0,2025,3,Premium,Saúde
13084,1164,8,2024-09-18 13:32:54,2024-09-18 17:33:54,241,116.51264463815338,241.0,2024,9,Basico,Jurídico
13085,279,5,2023-09-15 12:13:32,2023-09-15 16:41:32,268,55.8452802511823,268.0,2023,9,Basico,Benefícios
13086,3814,2,2024-03-14 03:44:33,2024-03-14 07:26:33,222,69.12324504324755,222.0,2024,3,Basico,Automotivo
13087,1580,7,2023-01-09 07:00:55,2023-01-09 09:05:55,125,141.8862856198186,125.0,2023,1,Basico,Seguro
13088,2819,1,2024-09-16 11:26:16,2024-09-16 15:39:16,253,205.0141826593402,253.0,2024,9,Basico,Residencial
13089,4406,2,2023-04-22 03:10:28,2023-04-22 07:07:28,237,37.09599250122808,237.0,2023,4,Premium,Automotivo
13090,4624,6,2024-12-27 16:51:23,2024-12-27 19:38:23,167,232.52978752751076,167.0,2024,12,Premium,Pet
13091,1703,7,2025-07-20 20:51:33,2025-07-20 22:58:33,127,45.95716684773231,127.0,2025,7,Essencial,Seguro
13092,35,4,2023-03-02 06:20:14,2023-03-02 11:10:14,290,227.83022017607703,290.0,2023,3,Essencial,Saúde
13093,4874,4,2025-06-07 04:01:22,2025-06-07 05:51:22,110,129.55881318414987,110.0,2025,6,Premium,Saúde
13094,4711,4,2024-08-04 19:14:50,2024-08-04 22:28:50,194,37.61283984824531,194.0,2024,8,Essencial,Saúde
13095,1368,2,2024-11-07 21:32:35,2024-11-07 22:25:35,53,105.99773562860872,53.0,2024,11,Essencial,Automotivo
13096,1900,1,2025-11-07 02:21:23,2025-11-07 03:11:23,50,88.94471297037353,50.0,2025,11,Essencial,Residencial
13097,718,6,2024-01-03 10:44:19,2024-01-03 14:06:19,202,169.6030704267235,202.0,2024,1,Basico,Pet
13098,4132,7,2023-03-08 15:02:09,2023-03-08 16:09:09,67,157.93996192894127,67.0,2023,3,Essencial,Seguro
13099,74,5,2024-12-15 01:34:42,2024-12-15 03:16:42,102,241.1462973497449,102.0,2024,12,Premium,Benefícios
13100,910,3,2024-07-08 08:59:26,2024-07-08 11:52:26,173,40.04742169439145,173.0,2024,7,Essencial,Saúde
13101,3955,1,2024-06-16 06:32:21,2024-06-16 09:40:21,188,149.77703762110156,188.0,2024,6,Premium,Residencial
13102,2245,8,2023-11-05 01:47:44,2023-11-05 05:32:44,225,186.54101489652143,225.0,2023,11,Premium,Jurídico
13103,3856,4,2025-09-19 20:11:32,2025-09-19 21:42:32,91,128.38946476612722,91.0,2025,9,Premium,Saúde
13104,644,3,2024-07-04 08:52:28,2024-07-04 09:06:28,14,233.88963355889692,14.0,2024,7,Premium,Saúde
13105,3014,4,2024-05-26 04:22:36,2024-05-26 08:51:36,269,88.11198442064305,269.0,2024,5,Premium,Saúde
13106,382,4,2025-09-10 17:12:54,2025-09-10 18:05:54,53,46.85489110202415,53.0,2025,9,Basico,Saúde
13107,3988,3,2023-06-13 04:49:23,2023-06-13 06:50:23,121,228.357855878384,121.0,2023,6,Premium,Saúde
13108,2921,7,2024-11-03 13:19:53,2024-11-03 14:47:53,88,154.98185404472173,88.0,2024,11,Premium,Seguro
13109,177,6,2024-01-29 04:05:23,2024-01-29 08:44:23,279,199.4470978986032,279.0,2024,1,Basico,Pet
13110,3597,2,2025-09-05 14:02:20,2025-09-05 18:39:20,277,87.14420968473155,277.0,2025,9,Premium,Automotivo
13111,4878,4,2023-12-17 20:07:06,2023-12-17 21:12:06,65,180.4282005204609,65.0,2023,12,Premium,Saúde
13112,972,3,2023-05-23 03:06:17,2023-05-23 04:00:17,54,222.34332293045676,54.0,2023,5,Premium,Saúde
13113,447,2,2025-06-16 05:22:59,2025-06-16 08:49:59,207,76.98018666345844,207.0,2025,6,Premium,Automotivo
13114,3328,5,2023-03-03 10:18:46,2023-03-03 11:07:46,49,220.7442981924688,49.0,2023,3,Essencial,Benefícios
13115,1590,4,2025-02-25 02:32:25,2025-02-25 02:45:25,13,195.43627800738943,13.0,2025,2,Basico,Saúde
13116,3848,8,2024-06-07 10:35:18,2024-06-07 12:42:18,127,58.64567752013448,127.0,2024,6,Basico,Jurídico
13117,92,2,2023-11-16 02:32:21,2023-11-16 07:12:21,280,184.04897599432744,280.0,2023,11,Essencial,Automotivo
13118,755,8,2024-10-20 21:15:15,2024-10-21 01:53:15,278,81.99960811429415,278.0,2024,10,Essencial,Jurídico
13119,3661,1,2025-04-20 22:26:00,2025-04-20 23:31:00,65,84.91521322068547,65.0,2025,4,Basico,Residencial
13120,2516,2,2025-05-21 14:20:01,2025-05-21 17:29:01,189,103.88753140759228,189.0,2025,5,Premium,Automotivo
13121,1775,4,2024-07-20 16:50:14,2024-07-20 19:16:14,146,167.60777246285454,146.0,2024,7,Basico,Saúde
13122,2060,6,2024-02-19 08:22:29,2024-02-19 09:39:29,77,202.8665976230766,77.0,2024,2,Basico,Pet
13123,299,8,2025-06-06 14:34:02,2025-06-06 15:45:02,71,78.03110483225643,71.0,2025,6,Essencial,Jurídico
13124,2376,2,2023-04-02 06:26:48,2023-04-02 09:56:48,210,174.3308322983196,210.0,2023,4,Essencial,Automotivo
13125,2447,5,2023-11-08 23:12:51,2023-11-09 03:49:51,277,115.65209329691976,277.0,2023,11,Premium,Benefícios
13126,531,3,2023-10-21 15:56:14,2023-10-21 19:13:14,197,208.29959134103373,197.0,2023,10,Basico,Saúde
13127,4519,7,2025-02-08 05:42:39,2025-02-08 09:35:39,233,50.6262355386656,233.0,2025,2,Basico,Seguro
13128,4898,7,2024-04-17 08:05:31,2024-04-17 12:58:31,293,49.6638976105653,293.0,2024,4,Essencial,Seguro
13129,4214,6,2025-12-02 12:11:14,2025-12-02 16:05:14,234,81.4747286176482,234.0,2025,12,Premium,Pet
13130,3405,7,2025-09-24 02:52:44,2025-09-24 04:45:44,113,206.70151846692175,113.0,2025,9,Basico,Seguro
13131,3198,4,2025-10-03 12:14:27,2025-10-03 14:36:27,142,104.02117380074176,142.0,2025,10,Basico,Saúde
13132,381,3,2025-01-27 14:21:00,2025-01-27 17:53:00,212,222.6558620510069,212.0,2025,1,Premium,Saúde
13133,3916,6,2023-05-08 07:03:04,2023-05-08 09:35:04,152,185.86373781229827,152.0,2023,5,Premium,Pet
13134,316,4,2024-09-21 16:08:12,2024-09-21 17:41:12,93,224.69616689452047,93.0,2024,9,Premium,Saúde
13135,4630,6,2025-04-15 06:04:42,2025-04-15 10:47:42,283,211.46497956793252,283.0,2025,4,Essencial,Pet
13136,4344,3,2023-09-07 05:09:20,2023-09-07 09:27:20,258,168.0509973785368,258.0,2023,9,Basico,Saúde
13137,1671,2,2024-01-20 07:34:27,2024-01-20 08:32:27,58,196.2345662424212,58.0,2024,1,Premium,Automotivo
13138,1944,8,2025-03-03 22:46:11,2025-03-04 03:33:11,287,54.486148872263314,287.0,2025,3,Basico,Jurídico
13139,1360,8,2024-01-12 14:33:02,2024-01-12 17:36:02,183,176.37020518405797,183.0,2024,1,Basico,Jurídico
13140,967,4,2024-12-15 06:56:46,2024-12-15 11:19:46,263,139.357387390226,263.0,2024,12,Essencial,Saúde
13141,174,8,2023-03-02 15:29:12,2023-03-02 18:01:12,152,169.89910399527813,152.0,2023,3,Essencial,Jurídico
13142,4949,7,2024-12-21 23:32:01,2024-12-22 04:30:01,298,166.6563956199928,298.0,2024,12,Basico,Seguro
13143,4176,8,2023-02-15 00:02:24,2023-02-15 01:24:24,82,138.87301400717422,82.0,2023,2,Essencial,Jurídico
13144,4157,4,2023-11-15 01:54:55,2023-11-15 03:55:55,121,32.568274926348785,121.0,2023,11,Basico,Saúde
13145,2545,5,2025-04-15 19:06:21,2025-04-16 00:05:21,299,125.05978014064851,299.0,2025,4,Premium,Benefícios
13146,4806,7,2023-06-23 17:13:04,2023-06-23 17:25:04,12,140.04815829012875,12.0,2023,6,Premium,Seguro
13147,2075,3,2023-03-22 23:41:31,2023-03-23 03:33:31,232,82.97136691106184,232.0,2023,3,Essencial,Saúde
13148,3157,5,2024-03-18 07:07:50,2024-03-18 08:53:50,106,211.2280865304292,106.0,2024,3,Premium,Benefícios
13149,4302,2,2025-11-06 14:48:26,2025-11-06 17:51:26,183,45.21041778359319,183.0,2025,11,Premium,Automotivo
13150,221,3,2023-01-06 11:26:00,2023-01-06 13:54:00,148,103.51971206313524,148.0,2023,1,Premium,Saúde
13151,4379,4,2023-04-05 08:56:07,2023-04-05 10:52:07,116,214.93450000249612,116.0,2023,4,Essencial,Saúde
13152,1946,7,2023-01-18 19:34:31,2023-01-18 23:04:31,210,216.23447919382085,210.0,2023,1,Basico,Seguro
13153,4748,1,2025-05-20 05:21:42,2025-05-20 08:03:42,162,207.13402372749857,162.0,2025,5,Premium,Residencial
13154,4341,2,2024-12-15 05:50:49,2024-12-15 06:00:49,10,41.306185631759725,10.0,2024,12,Premium,Automotivo
13155,674,5,2025-10-05 15:05:46,2025-10-05 17:04:46,119,190.6429081204348,119.0,2025,10,Premium,Benefícios
13156,860,7,2024-12-16 03:38:24,2024-12-16 08:29:24,291,124.84652574352812,291.0,2024,12,Premium,Seguro
13157,3873,5,2023-07-24 19:08:26,2023-07-24 23:28:26,260,71.62700357963503,260.0,2023,7,Essencial,Benefícios
13158,3486,8,2024-08-25 21:01:01,2024-08-26 00:54:01,233,154.58689371439507,233.0,2024,8,Essencial,Jurídico
13159,3234,8,2024-11-05 06:30:03,2024-11-05 08:02:03,92,179.5572435952601,92.0,2024,11,Essencial,Jurídico
13160,154,4,2024-05-16 17:36:47,2024-05-16 18:44:47,68,98.43972666964228,68.0,2024,5,Premium,Saúde
13161,1506,1,2025-01-09 10:50:29,2025-01-09 13:22:29,152,219.58131889116973,152.0,2025,1,Basico,Residencial
13162,4502,6,2024-03-09 04:37:44,2024-03-09 08:38:44,241,47.03541119300456,241.0,2024,3,Essencial,Pet
13163,2452,5,2025-09-13 23:59:32,2025-09-14 02:38:32,159,138.395205554717,159.0,2025,9,Premium,Benefícios
13164,3825,8,2024-07-18 05:05:27,2024-07-18 07:39:27,154,155.74715481698027,154.0,2024,7,Basico,Jurídico
13165,4858,1,2024-03-23 18:07:20,2024-03-23 21:41:20,214,63.36156854431647,214.0,2024,3,Premium,Residencial
13166,4466,7,2025-08-20 14:24:44,2025-08-20 15:33:44,69,69.57032541153714,69.0,2025,8,Premium,Seguro
13167,3956,7,2024-07-31 12:53:04,2024-07-31 14:17:04,84,173.1178416183486,84.0,2024,7,Basico,Seguro
13168,4429,8,2025-02-16 13:40:04,2025-02-16 17:28:04,228,59.10922992180967,228.0,2025,2,Premium,Jurídico
13169,4825,8,2024-04-08 07:01:23,2024-04-08 08:36:23,95,74.42382672638584,95.0,2024,4,Essencial,Jurídico
13170,4245,6,2024-11-29 18:58:13,2024-11-29 19:42:13,44,136.13997251344745,44.0,2024,11,Essencial,Pet
13171,2717,4,2023-07-14 03:35:23,2023-07-14 07:54:23,259,45.8376566299237,259.0,2023,7,Premium,Saúde
13172,1212,7,2025-09-26 09:06:54,2025-09-26 13:02:54,236,143.69997261878473,236.0,2025,9,Premium,Seguro
13173,610,6,2025-09-01 17:23:46,2025-09-01 19:33:46,130,176.79970123058635,130.0,2025,9,Essencial,Pet
13174,2515,3,2025-11-17 20:18:35,2025-11-17 21:19:35,61,55.6904765627303,61.0,2025,11,Basico,Saúde
13175,3835,7,2023-06-21 01:04:51,2023-06-21 01:41:51,37,33.21501505248609,37.0,2023,6,Premium,Seguro
13176,1413,4,2024-05-10 22:51:21,2024-05-11 02:00:21,189,82.37194082591009,189.0,2024,5,Premium,Saúde
13177,4453,2,2025-10-28 21:59:21,2025-10-28 23:02:21,63,120.98071684009412,63.0,2025,10,Basico,Automotivo
13178,3301,6,2024-03-17 16:07:06,2024-03-17 18:15:06,128,78.945998066236,128.0,2024,3,Premium,Pet
13179,165,5,2024-01-01 22:36:42,2024-01-02 03:13:42,277,58.04069875564498,277.0,2024,1,Essencial,Benefícios
13180,1938,6,2025-08-10 10:19:50,2025-08-10 10:39:50,20,47.85325961893362,20.0,2025,8,Essencial,Pet
13181,334,8,2024-09-03 14:16:05,2024-09-03 18:23:05,247,81.56243730879655,247.0,2024,9,Essencial,Jurídico
13182,1305,2,2025-03-11 08:25:30,2025-03-11 11:39:30,194,243.185366212731,194.0,2025,3,Premium,Automotivo
13183,490,7,2023-11-05 01:31:09,2023-11-05 05:10:09,219,113.66854451061452,219.0,2023,11,Basico,Seguro
13184,1943,8,2025-08-04 01:17:31,2025-08-04 05:45:31,268,131.01000688097093,268.0,2025,8,Essencial,Jurídico
13185,1937,5,2024-01-12 11:23:37,2024-01-12 12:59:37,96,193.18340064590876,96.0,2024,1,Essencial,Benefícios
13186,4561,2,2025-01-04 16:59:33,2025-01-04 18:44:33,105,60.26439961607486,105.0,2025,1,Basico,Automotivo
13187,3673,5,2025-06-27 01:04:36,2025-06-27 01:21:36,17,210.0259522925129,17.0,2025,6,Premium,Benefícios
13188,1408,4,2024-12-20 05:46:47,2024-12-20 10:41:47,295,142.84011661427215,295.0,2024,12,Premium,Saúde
13189,2953,8,2024-06-23 09:05:56,2024-06-23 11:33:56,148,246.80073400059197,148.0,2024,6,Basico,Jurídico
13190,2398,2,2023-01-01 13:56:43,2023-01-01 15:29:43,93,216.9384480525044,93.0,2023,1,Basico,Automotivo
13191,11,1,2025-02-19 19:42:53,2025-02-19 22:53:53,191,238.66550391636903,191.0,2025,2,Premium,Residencial
13192,2470,2,2023-04-07 16:37:48,2023-04-07 18:33:48,116,171.05979607541855,116.0,2023,4,Essencial,Automotivo
13193,1274,6,2023-03-01 21:54:54,2023-03-01 23:27:54,93,31.4606083113291,93.0,2023,3,Premium,Pet
13194,966,4,2025-05-11 20:44:28,2025-05-12 00:05:28,201,79.90567057267947,201.0,2025,5,Essencial,Saúde
13195,1227,8,2024-06-21 04:30:21,2024-06-21 08:08:21,218,245.4046314791516,218.0,2024,6,Essencial,Jurídico
13196,4638,2,2024-02-16 16:55:19,2024-02-16 21:51:19,296,67.36198505338034,296.0,2024,2,Basico,Automotivo
13197,2547,8,2023-03-16 21:44:07,2023-03-17 00:28:07,164,81.37025941381931,164.0,2023,3,Premium,Jurídico
13198,3787,6,2024-07-12 16:01:29,2024-07-12 20:57:29,296,32.14406141876781,296.0,2024,7,Essencial,Pet
13199,2367,2,2024-04-20 14:57:24,2024-04-20 15:31:24,34,132.89086898186187,34.0,2024,4,Premium,Automotivo
13200,520,5,2023-08-12 15:40:16,2023-08-12 19:14:16,214,103.94487511892304,214.0,2023,8,Basico,Benefícios
13201,371,2,2024-09-30 18:19:08,2024-09-30 21:04:08,165,163.8790209501657,165.0,2024,9,Basico,Automotivo
13202,3433,5,2025-01-13 22:07:06,2025-01-14 01:33:06,206,50.09457015382871,206.0,2025,1,Premium,Benefícios
13203,2806,8,2025-08-30 00:15:34,2025-08-30 02:15:34,120,70.56082383625329,120.0,2025,8,Basico,Jurídico
13204,169,6,2023-06-08 04:04:41,2023-06-08 06:40:41,156,137.7558434648961,156.0,2023,6,Essencial,Pet
13205,3,8,2025-08-14 12:44:08,2025-08-14 15:26:08,162,37.56599769329948,162.0,2025,8,Basico,Jurídico
13206,778,5,2024-06-01 06:58:40,2024-06-01 09:33:40,155,238.7444279592102,155.0,2024,6,Premium,Benefícios
13207,503,7,2024-05-17 15:10:16,2024-05-17 19:30:16,260,183.55359271644107,260.0,2024,5,Essencial,Seguro
13208,1852,3,2025-07-10 22:11:25,2025-07-11 01:04:25,173,247.7389197754845,173.0,2025,7,Premium,Saúde
13209,3454,4,2023-04-10 03:47:51,2023-04-10 07:45:51,238,164.08758849444632,238.0,2023,4,Premium,Saúde
13210,3226,7,2023-03-25 03:12:22,2023-03-25 05:15:22,123,160.70953779677242,123.0,2023,3,Essencial,Seguro
13211,1370,6,2023-01-09 05:52:02,2023-01-09 08:32:02,160,119.96674496233372,160.0,2023,1,Essencial,Pet
13212,2752,8,2023-12-24 20:44:39,2023-12-25 00:39:39,235,123.03830208718756,235.0,2023,12,Basico,Jurídico
13213,808,2,2023-02-14 14:04:00,2023-02-14 18:45:00,281,225.56283931667733,281.0,2023,2,Basico,Automotivo
13214,3318,2,2023-01-22 01:56:22,2023-01-22 05:17:22,201,212.52699523018345,201.0,2023,1,Premium,Automotivo
13215,1361,5,2023-11-10 11:09:48,2023-11-10 15:28:48,259,226.3168023286696,259.0,2023,11,Premium,Benefícios
13216,4329,3,2023-12-03 19:00:09,2023-12-03 22:14:09,194,117.3265337623012,194.0,2023,12,Premium,Saúde
13217,3316,8,2024-05-16 01:02:45,2024-05-16 02:49:45,107,208.47569494792904,107.0,2024,5,Basico,Jurídico
13218,2369,2,2024-09-26 10:48:09,2024-09-26 15:48:09,300,203.94295110253933,300.0,2024,9,Basico,Automotivo
13219,4071,5,2025-08-03 21:45:42,2025-08-04 02:07:42,262,151.68104032041222,262.0,2025,8,Premium,Benefícios
13220,4085,5,2024-05-22 20:01:14,2024-05-22 21:37:14,96,182.610972137674,96.0,2024,5,Essencial,Benefícios
13221,2662,1,2023-10-17 06:07:06,2023-10-17 06:26:06,19,74.68919067262306,19.0,2023,10,Basico,Residencial
13222,2182,4,2023-07-01 18:42:03,2023-07-01 22:33:03,231,149.35121036709714,231.0,2023,7,Premium,Saúde
13223,742,1,2024-09-22 14:18:47,2024-09-22 16:23:47,125,91.32317718745333,125.0,2024,9,Premium,Residencial
13224,4377,2,2023-11-26 13:31:39,2023-11-26 18:08:39,277,232.25823930623017,277.0,2023,11,Premium,Automotivo
13225,87,5,2025-05-22 08:10:54,2025-05-22 08:51:54,41,121.51931419537392,41.0,2025,5,Basico,Benefícios
13226,3563,2,2025-01-26 12:36:04,2025-01-26 14:20:04,104,165.24511130949205,104.0,2025,1,Essencial,Automotivo
13227,1783,3,2023-11-04 16:47:22,2023-11-04 17:28:22,41,233.65901222898,41.0,2023,11,Premium,Saúde
13228,2048,1,2023-07-14 10:12:51,2023-07-14 13:50:51,218,227.88864899440463,218.0,2023,7,Basico,Residencial
13229,2981,8,2024-03-21 08:44:01,2024-03-21 13:04:01,260,137.61255486402524,260.0,2024,3,Premium,Jurídico
13230,2178,1,2025-03-28 19:02:59,2025-03-28 23:34:59,272,52.72109697602937,272.0,2025,3,Basico,Residencial
13231,1393,2,2025-08-31 14:28:43,2025-08-31 18:07:43,219,196.3726115649077,219.0,2025,8,Essencial,Automotivo
13232,3359,3,2024-09-13 22:31:41,2024-09-13 22:53:41,22,139.90219186742507,22.0,2024,9,Essencial,Saúde
13233,4222,1,2025-11-12 05:12:14,2025-11-12 07:42:14,150,125.42632299880498,150.0,2025,11,Essencial,Residencial
13234,571,3,2025-11-25 20:56:13,2025-11-25 21:14:13,18,34.64010782744958,18.0,2025,11,Premium,Saúde
13235,4929,4,2023-12-23 03:03:53,2023-12-23 07:21:53,258,175.2197995714843,258.0,2023,12,Essencial,Saúde
13236,4581,2,2024-04-27 02:03:36,2024-04-27 03:24:36,81,245.8438396502226,81.0,2024,4,Basico,Automotivo
13237,692,1,2025-09-15 19:01:42,2025-09-15 23:50:42,289,224.6342700387785,289.0,2025,9,Premium,Residencial
13238,1819,1,2023-09-27 06:46:22,2023-09-27 07:03:22,17,239.38257941892127,17.0,2023,9,Basico,Residencial
13239,3394,2,2023-03-17 20:11:52,2023-03-17 21:49:52,98,194.69405559938315,98.0,2023,3,Essencial,Automotivo
13240,2918,4,2025-04-09 21:41:53,2025-04-10 01:18:53,217,176.47474731733595,217.0,2025,4,Basico,Saúde
13241,2980,5,2023-09-19 21:06:51,2023-09-19 22:53:51,107,177.24279104429417,107.0,2023,9,Premium,Benefícios
13242,2246,8,2024-06-01 07:59:50,2024-06-01 12:51:50,292,93.83239131555077,292.0,2024,6,Essencial,Jurídico
13243,3415,1,2023-07-11 19:56:59,2023-07-11 20:06:59,10,62.84908570305334,10.0,2023,7,Premium,Residencial
13244,473,5,2025-03-09 10:29:24,2025-03-09 11:39:24,70,59.436115046521536,70.0,2025,3,Basico,Benefícios
13245,4948,6,2025-12-21 23:51:25,2025-12-22 02:03:25,132,106.96085784765464,132.0,2025,12,Basico,Pet
13246,4088,5,2023-02-03 12:42:36,2023-02-03 14:45:36,123,54.40322227989285,123.0,2023,2,Basico,Benefícios
13247,328,7,2023-10-21 05:59:21,2023-10-21 09:00:21,181,219.7791743981977,181.0,2023,10,Premium,Seguro
13248,3826,8,2025-12-12 22:14:41,2025-12-13 02:30:41,256,122.51255842794004,256.0,2025,12,Basico,Jurídico
13249,3969,6,2025-03-15 08:41:27,2025-03-15 10:23:27,102,150.82113082471656,102.0,2025,3,Essencial,Pet
13250,3962,6,2024-08-20 15:37:58,2024-08-20 18:49:58,192,43.89869754031324,192.0,2024,8,Premium,Pet
13251,664,3,2023-12-17 16:56:24,2023-12-17 17:18:24,22,167.5007255736326,22.0,2023,12,Premium,Saúde
13252,3846,2,2024-06-19 06:58:39,2024-06-19 07:31:39,33,92.4455179531111,33.0,2024,6,Premium,Automotivo
13253,2907,2,2025-11-30 22:38:43,2025-11-30 22:56:43,18,185.7954258353594,18.0,2025,11,Basico,Automotivo
13254,4202,7,2023-05-11 06:48:39,2023-05-11 08:40:39,112,230.180419116076,112.0,2023,5,Essencial,Seguro
13255,7,8,2025-05-25 07:46:48,2025-05-25 10:13:48,147,186.0590834246551,147.0,2025,5,Basico,Jurídico
13256,4837,8,2023-08-22 10:40:00,2023-08-22 14:32:00,232,130.1893638203715,232.0,2023,8,Essencial,Jurídico
13257,1468,5,2023-12-14 11:36:57,2023-12-14 12:51:57,75,222.00774993042725,75.0,2023,12,Essencial,Benefícios
13258,3507,5,2025-06-16 23:27:33,2025-06-17 01:27:33,120,211.21960644785725,120.0,2025,6,Essencial,Benefícios
13259,4540,3,2024-05-27 20:52:00,2024-05-27 22:28:00,96,136.94824833335292,96.0,2024,5,Premium,Saúde
13260,2318,6,2024-06-17 05:18:42,2024-06-17 08:55:42,217,218.7795321366553,217.0,2024,6,Basico,Pet
